Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,
TOI-178 e,TOI-178,0,0.0783,2.207,3.86,,,600,4316,0.65,0.65,-0.879,4.45,
TOI-1444 b,TOI-1444,0,,1.397,3.87,0,,,5430,0.91,0.93,,4.49,
K2-36 b,K2-36,0,0.0223,1.43,3.9,0,529,1224,4916,0.72,0.79,-0.57,4.62,
Kepler-114 d,Kepler-114,0,,2.53,3.9,,,,,0.54,0.56,,4.72,
Kepler-307 c,Kepler-307,0,,2.72,3.9,,,,,0.99,0.95,,,
Kepler-307 c,Kepler-307,0,,2.7,3.9,,,,,,0.9,,,
Kepler-36 b,Kepler-36,0,,1.5,3.9,,,,,,1,,,
Kepler-51 c,Kepler-51,0,,6.4,3.9,,,,,,1.1,,,
Kepler-60 d,Kepler-60,0,,1.6,3.9,,,,,,1,,,
PSR B1257+12 d,PSR B1257+12,0,0.46,,3.9,,,,,,1.4,,,
Kepler-33 d,Kepler-33,0,,4.58,3.91,,,,,1.69,1.1,,,
tau Cet e,tau Cet,0,0.538,,3.93,0.18,,,,,0.78,,,
tau Cet f,tau Cet,0,1.334,,3.93,0.16,,,,,0.78,,,
Kepler-48 b,Kepler-48,0,,1.88,3.94,,,,5194,0.89,0.88,,4.49,
TOI-178 g,TOI-178,0,0.1275,2.87,3.94,,,470,4316,0.65,0.65,-0.879,4.45,
CD Cet b,CD Cet,0,0.0185,,3.95,,8.6,464,3130,0.17,0.16,-2.533,4.93,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,0,0.63,,3.96,,,,,,0.12,,,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,0,0.72,,3.96,,,,,,0.12,,,
GJ 251 b,GJ 251,0,0.0818,,4,0.1,2.53,351,3451,0.36,0.36,-1.772,4.96,
HD 164922 d,HD 164922,0,0.103,,4,0.12,,,5390,0.95,0.93,-0.149,4.46,
HD 39194 b,HD 39194,0,0.056,,4,0.207,,,5205,,0.67,-0.409,4.53,
HD 39194 d,HD 39194,0,0.185,,4,0.333,,,5205,,0.67,-0.409,4.53,
HD 40307 b,HD 40307,0,0.047524,,4,0.1964,,910,4867.44,0.72,0.79,-0.585,4.63,
HD 40307 b,HD 40307,0,0.0468,,4,0.2,,,4956,,0.77,-0.639,4.47,
Kepler-223 b,Kepler-223,0,,2.2,4,,,,,,1.1,,,
Kepler-289 d,Kepler-289,0,0.33,2.68,4,,,,5990,1,1.08,0.061,4.47,
Kepler-29 c,Kepler-29,0,,3.14,4,,69,,5701,0.93,0.98,,,
Kepler-51 c,Kepler-51,0,0.384,9,4,0.014,,439,6018,0.94,1.04,,4.51,
Kepler-62 c,Kepler-62,0,0.0929,0.54,4,,,578,4925,0.64,0.69,-0.678,4.68,
Ross 508 b,Ross 508,0,0.05366,,4,0.33,,,3071,0.21,0.18,-2.445,5.04,
TOI-776 b,TOI-776,0,0.0652,1.85,4,0.06,11.5,514,3709,0.54,0.54,-1.31,4.73,
Kepler-93 b,Kepler-93,0,0.053,1.478,4.02,0,,1037,5655,0.92,1,-0.106,4.51,
GJ 9827 d,GJ 9827,0,0.05591,2.022,4.04,0,,,4340,0.6,0.61,,4.66,
HD 137496 b,HD 137496,0,0.02732,1.31,4.04,0,,2130,5799,1.59,1.04,,4.05,
CoRoT-7 b,CoRoT-7,0,,1.681,4.07661,0,,,5275,0.83,0.82,,4.5,
GJ 667 C c,GJ 667 C,0,0.12501,,4.1,0.27,,,3650,,,,,
Kepler-33 d,Kepler-33,0,,4.6,4.1,,,,,,1.1,,,
Kepler-60 b,Kepler-60,0,0.07497,,4.1,0.0108,,,5883,1.47,1.07,0.369,4.13,
Kepler-79 e,Kepler-79,0,0.386,3.49,4.1,0.012,,,6174,1.3,1.17,0.342,4.27,
DMPP-1 e,DMPP-1,0,0.0651,,4.13,0.07,,1314,6196,1.26,1.21,,4.41,
Kepler-80 e,Kepler-80,0,0.0491,1.6,4.13,,,,4540,0.68,0.73,-0.77,4.64,
HD 219134 b,HD 219134,0,0.03838,,4.13177,0.063,,,4817.14,0.76,0.79,,4.57,
Kepler-65 d,Kepler-65,0,,1.587,4.14,0.014,,,,1.44,1.25,,,
HD 156668 b,HD 156668,0,,,4.15,0.22,,,4849.92,0.76,0.79,-0.54,4.57,
HD 156668 b,HD 156668,0,0.05,,4.15,0,,,4850,0.72,0.77,0.23,4.6,
Kepler-60 d,Kepler-60,0,,1.99,4.16,,161,,5905,1.26,1.04,,,
GJ 3138 c,GJ 3138,0,0.057,,4.18,0.11,13.9,,3717,0.5,0.68,-1.347,,
Kepler-60 b,Kepler-60,0,,1.71,4.19,,318,,5905,1.26,1.04,,,
GJ 887 b,GJ 887,0,0.068,,4.2,0,7.95,468,3688,0.47,0.49,-1.434,4.78,
HD 93385 b,HD 93385,0,0.0756,,4.2,0.295,,,5977,,1.04,0.207,4.42,
K2-3 c,K2-3,0,,1.72,4.2,0,,,3896,0.56,0.6,,4.72,
Wolf 1061 c,Wolf 1061,0,0.08427,,4.25,0.19,,,3393,,0.25,-2.104,,
Kepler-102 b,Kepler-102,0,,0.47,4.3,,,,4903,0.74,0.8,,4.61,
Kepler-11 b,Kepler-11,0,,1.71,4.3,,,,,1.05,0.92,,,
Kepler-11 b,Kepler-11,0,0.091,1.97,4.3,0,,,5680,1.1,0.95,,4.3,
Kepler-81 c,Kepler-81,0,,2.7,4.3,,,,,0.65,0.68,,,
PSR B1257+12 c,PSR B1257+12,0,0.36,,4.3,0.0186,,,,,1.4,,,
K2-138 g,K2-138,0,0.23109,3.013,4.32,0.059,,,5356.3,0.86,0.94,,4.54,
HD 219134 b,HD 219134,0,0.0382,1.606,4.33612,0.02,,,4699,0.78,0.78,-0.577,4.63,
HD 219134 c,HD 219134,0,0.0653,1.511,4.36,0.062,62.1,782,4699,0.78,0.81,-0.577,4.57,
GJ 676 A d,GJ 676 A,0,0.0413,,4.4,0.15,,,,,0.71,,,
GJ 676 A d,GJ 676 A,0,,,4.4,0.262,,,,,,,,
GJ 682 b,GJ 682,0,0.08,,4.4,0.08,,,3028,,0.27,-2.699,,
Kepler-51 c,Kepler-51,0,,8.98,4.43,0.01,,,5670,0.88,0.98,,4.7,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,0,1.18,,4.43,,,,,,0.23,,,
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,0,0.508,,4.444,,,,,,0.08,,,
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,0,0.65,,4.447,,,,,,0.08,,,
Kepler-36 b,Kepler-36,0,0.1153,1.486,4.45,0.039,,978,5911,1.63,1.07,0.462,4.04,
Kepler-1705 b,Kepler-1705,0,,2.03,4.47,0.033,,,6312,1.26,1.14,0.354,4.3,
Kepler-279 d,Kepler-279,0,,4.3,4.5,,,,,,1.2,,,
Kepler-29 c,Kepler-29,0,,2.34,4.5,0,34.4,,5378,0.73,0.76,,4.6,
Kepler-305 c,Kepler-305,0,,3.35,4.5,,,,,0.8,0.76,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,0,1.18,,4.5,,,,,,0.23,,,
Kepler-29 b,Kepler-29,0,,3.35,4.51,,96,,5701,0.93,0.98,,,
pi Men c,HD 39091,0,0.06702,2.06,4.52,0,,1147,5870,1.1,1.02,,4.36,
GJ 667 C c,GJ 667 C,0,0.123,,4.54,0.27,,,,,,,,
Kepler-93 b,Kepler-93,0,,1.569,4.54426,0,,,5669,0.98,1.09,,4.47,
HD 110113 b,HD 110113,0,0.035,2.05,4.55,0.093,735.49,1371,5732,0.97,1,,4.46,
Kepler-10 b,Kepler-10,0,0.01684,1.416,4.56,0,,1833,5627,1.06,0.9,0.002,4.34,
CoRoT-7 b,CoRoT-7,0,,1.58,4.6,,,,5313,0.84,0.88,,4.54,
GJ 667 C g,GJ 667 C,1,0.549,,4.6,0.08,,,3350,,0.33,-1.863,4.69,
KOI-1599.01,KOI-1599,0,0.14728,1.9,4.6,0.014,,,,0.97,1.02,,,
Kepler-10 b,Kepler-10,0,0.01687,1.46,4.6,0,,2160,5643,1.06,0.91,,,
Kepler-105 c,Kepler-105,0,,1.31,4.6,,161,,5827,0.89,0.96,,,
L 168-9 b,L 168-9,0,0.02091,1.39,4.6,0.21,,965,3800,0.6,0.62,-1.172,4.04,
Kepler-10 b,Kepler-10,0,0.0172,1.481,4.60853,,,2130,5627,1.06,0.91,,4.35,
HD 136352 b,HD 136352,0,0.0969,1.482,4.62,0.079,114,911,5850,1.01,0.91,0.034,4.38,
HD 136352 b,HD 136352,0,0.0964,1.664,4.72,0,111.6,905,5664,1.06,0.87,0.016,4.39,
CoRoT-7 b,CoRoT-7,0,0.017,,4.73,0.12,,,5256,0.86,0.9,-0.289,4.52,
HD 164922 d,HD 164922,0,0.1023,,4.73564,0.18,,,5393.43,1,0.92,,4.4,
HD 219134 b,HD 219134,0,0.03876,1.602,4.74,0,176.2,1015,4699,0.78,0.81,-0.577,4.57,
HD 20794 e,HD 20794,0,0.509,,4.77,0.29,,,,,0.81,,,
TOI-178 c,TOI-178,0,0.037,1.669,4.77,,,873,4316,0.65,0.65,-0.879,4.45,
TOI-270 d,TOI-270,0,0.0721,2.133,4.78,0.032,,387,3506,0.38,0.39,-1.712,4.87,
CoRoT-7 b,CoRoT-7,0,0.017,,4.8,0,,,5256,0.86,0.9,-0.289,4.52,
HD 20794 d,HD 20794,0,0.3499,,4.8,0,,388,5401,,0.7,,4.22,
Kepler-223 e,Kepler-223,0,,4.6,4.8,0.051,,,,1.72,1.12,,,
Kepler-351 b,Kepler-351,0,,3.03,4.8,,,,,0.84,0.91,,,
Kepler-60 c,Kepler-60,0,0.08701,,4.8,0.0291,,,5883,1.47,1.07,0.369,4.13,
Kepler-68 c,Kepler-68,0,0.09059,0.953,4.8,0,,,5793,1.24,1.08,0.194,4.28,
HD 136352 b,HD 136352,0,0.0934,,4.81,0.14,,,5664,,0.81,-0.004,4.39,
pi Men c,HD 39091,0,0.06839,2.042,4.82,0,309,1170,6037,1.1,1.09,0.16,4.42,
GJ 9827 b,GJ 9827,0,,1.571,4.89,,,,4255,0.6,0.61,,4.7,
GJ 9827 b,GJ 9827,0,0.0188,1.577,4.91,0,,,4340,0.6,0.61,,4.66,
TOI-1634 b,TOI-1634,0,0.01545,1.79,4.91,0.16,121,924,3550,0.45,0.5,-1.539,4.83,
Kepler-1655 b,Kepler-1655,0,0.103,2.213,5,,155,,6148,1.03,1.03,,4.36,
Kepler-29 b,Kepler-29,0,,2.55,5,0,55.9,,5378,0.73,0.76,,4.6,
Kepler-408 b,Kepler-408,0,,0.82,5,,,,6104,1.23,1.08,,4.29,
HD 3167 b,HD 3167,0,0.01815,1.7,5.02,0,1625,,5261,0.86,0.86,,4.47,
Kepler-26 b,Kepler-26,0,,2.9,5.02,,,,,0.54,0.54,,,
HD 156668 b,HD 156668,0,0.05024,,5.02169,0.235,,,4903.69,0.77,0.79,,4.55,
TOI-500 c,TOI-500,0,,,5.03,0.072,,,4440,0.68,0.74,,4.62,
GJ 581 c,GJ 581,0,0.07359,,5.05347,0.12,,,3490.39,0.32,0.32,,4.94,
K2-141 b,K2-141,0,,1.51,5.08,0,,,4599,0.68,0.71,-0.75,4.62,
Kepler-21 b,Kepler-21,0,0.042717,1.639,5.08,0.02,,2025,6305,1.9,1.41,0.715,4.03,
61 Vir b,61 Vir,0,0.050201,,5.1,0.12,,,5577,0.96,0.94,-0.095,4.34,
Kepler-105 b,Kepler-105,0,,5.52,5.1,,,,,1.33,1.09,,,
Kepler-223 c,Kepler-223,0,,3.44,5.1,0.15,,,,1.72,1.12,,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,2.15,,5.1,,,,,,0.37,,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.98,,5.1,,,,,,0.37,,,
61 Vir b,61 Vir,0,0.04956,,5.11704,0.099,,,5585.57,1.03,0.91,,4.37,
Kepler-26 b,Kepler-26,0,,2.78,5.12,,7.6,,3914,0.51,0.54,,,
K2-141 b,K2-141,0,,1.493,5.16,,,,4599,0.69,0.71,,4.62,
GJ 514 b,GJ 514,0,0.422,,5.2,0.45,0.28,202,3728,0.5,0.51,-1.367,4.76,
GJ 9827 d,GJ 9827,0,0.05615,2.07,5.2,,35.6,680,4269,0.61,0.61,,4.65,
HD 40307 f,HD 40307,0,0.2491,,5.2,0.06175,,398,4867.44,0.72,0.79,-0.585,4.63,
HD 40307 f,HD 40307,0,0.247,,5.2,0.02,,,4956,,0.77,-0.639,4.47,
Kepler-102 f,Kepler-102,0,,0.88,5.2,,,,4903,0.74,0.8,,4.61,
Kepler-138 c,Kepler-138,0,0.0922,1.67,5.2,0.011,,,,0.58,0.55,,4.65,
Wolf 1061 d,Wolf 1061,0,0.2039,,5.21,0.32,,,3393,,0.25,-2.104,,
GJ 433 d,GJ 433,0,0.178,,5.223,0.07,,,,,0.48,,,
K2-111 b,K2-111,0,0.057,1.82,5.29,0.13,,,5775,1.25,0.84,,4.25,
GJ 433 b,GJ 433,0,0.06,,5.3,0.05,,,3472,,0.48,-1.699,,
Kepler-106 b,Kepler-106,0,,0.82,5.3,,,,5858,1.04,1,,4.41,
Kepler-197 c,Kepler-197,0,,1.23,5.3,,,,,1.12,0.92,,,
TOI-1246 d,TOI-1246,0,0.131,3.51,5.3,,28,586,5151,0.86,0.87,,4.4,
TOI-776 c,TOI-776,0,0.1,2.02,5.3,0.04,4.9,415,3709,0.54,0.54,-1.31,4.73,
K2-141 b,K2-141,0,0.00716,1.54,5.31,0,,2039,4373,0.67,0.66,,4.58,
HD 20781 c,HD 20781,0,0.1004,,5.33,0.09,,,5256,,0.7,-0.31,4.37,
GJ 15 A b,GJ 15 A,1,0.0717,,5.35,0,,550,3567,0.39,0.38,-1.663,4.9,
GJ 536 b,GJ 536,0,0.06661,,5.36,0.08,,,3685,0.5,0.52,-1.377,4.75,
GJ 581 c,GJ 581,0,0.07,,5.36,0.17,,,,,,,,
GJ 832 c,GJ 832,0,0.163,,5.4,0.18,,,3472,,0.45,-1.585,4.7,
Kepler-177 b,Kepler-177,0,,3.1,5.4,,,,,,1,,,
Kepler-65 c,Kepler-65,0,,2.623,5.4,0.02,,,,1.44,1.25,,,
TOI-561 c,TOI-561,0,0.08809,2.878,5.4,0.06,,,5455,0.85,0.79,,4.47,
HD 158259 d,HD 158259,0,,,5.41,,,,,1.21,1.08,,,
Kepler-1705 c,Kepler-1705,0,,2.05,5.42,0.028,,,6312,1.26,1.14,0.354,4.3,
GJ 15 A b,GJ 15 A,1,0.0732,,5.43487,0.075,,,3742.67,0.38,0.4,,4.89,
GJ 581 c,GJ 581,0,0.0721,,5.5,0,,,3396,0.33,0.31,-1.885,4.89,
Kepler-33 e,Kepler-33,0,,3.5,5.5,,,,,,1.1,,,
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,0,2.6,,5.5,,,50,,,0.22,,,
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,0,3.09,,5.56,,,,,,0.47,,,
Kepler-36 b,Kepler-36,0,,1.582,5.56,,,,,1.63,1.03,,,
HD 22496 b,HD 22496,0,0.051,,5.57,,26,573,4385,0.67,0.68,-1.174,4.69,
Kepler-33 e,Kepler-33,0,,3.53,5.57,,,,,1.69,1.1,,,
HD 1461 c,HD 1461,0,0.1117,,5.59,0.305,,,5765,,1.02,,4.38,
HD 3167 b,HD 3167,0,,1.626,5.59,,,,5261,0.88,0.84,,4.47,
GJ 581 c,GJ 581,0,0.072993,,5.6,0,,,,0.29,0.31,-1.886,,
GJ 667 C b,GJ 667 C,0,0.0505,,5.6,0.13,,,3350,,0.33,-1.863,4.69,
GJ 667 C b,GJ 667 C,0,0.050431,,5.6,0.15,,,3650,,,,,
HD 158259 c,HD 158259,0,,,5.6,,,,,1.21,1.08,,,
HD 80653 b,HD 80653,0,0.0166,1.613,5.6,,,,,1.22,1.18,0.24,4.34,
K2-146 b,K2-146,0,0.0248,2.25,5.6,0.14,,,3385,0.35,0.36,-1.824,4.91,
Gl 49 b,Gl 49,0,0.0905,,5.63,0.363,,,3805,0.51,0.52,-1.306,4.69,
GJ 581 c,GJ 581,0,0.074,,5.652,0.087,,,3396,0.33,0.31,-1.885,4.89,
GJ 667 C b,GJ 667 C,0,0.05,,5.661,0.122,,,3650,,,,,
GJ 667 C b,GJ 667 C,0,0.049,,5.68,0.172,,,,,,,,
HD 28109 d,HD 28109,0,0.411,3.25,5.681,0.0864,,506,6120,1.45,1.26,,4.13,
HD 3167 b,HD 3167,0,0.01752,1.574,5.69,0,,1759,5286,0.83,0.88,,4.51,
CoRoT-24 b,CoRoT-24,0,0.056,3.7,5.7,0,,1070,4950,0.86,0.91,,4.55,
EPIC 220674823 c,EPIC 220674823,0,0.1071,2.77,5.7,,64,722,5496,0.95,0.92,,4.42,
Kepler-51 d,Kepler-51,0,,9.46,5.7,0.01,,,5670,0.88,0.98,,4.7,
CoRoT-7 b,CoRoT-7,0,0.017016,1.585,5.74,0,,1756,5259,0.82,0.91,,4.57,
HD 176986 b,HD 176986,0,0.06296,,5.74,0.066,83.5,,4931,0.78,0.79,-0.48,4.44,
K2-146 b,K2-146,0,,2.05,5.77,0.129,,,3385,0.33,0.33,,,
GJ 433 b,GJ 433,0,0.058,,5.79,0.08,,,3600,,0.48,-1.469,,
EPIC 220674823 c,EPIC 220674823,0,0.105,2.5,5.8,0.18,,774,5470,0.87,0.94,,4.53,
HD 191939 d,HD 191939,0,0.207,3.04,5.8,0,,549,5348,0.94,0.81,-0.187,4.3,
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,0,4.2,,5.8,,,,,,0.36,,,
Kepler-177 b,Kepler-177,0,,3.5,5.84,0,30.4,,5732,1.32,0.92,,4.1,
GJ 876 d,GJ 876,0,0.02183,,5.84804,0.273,,,3293.74,0.37,0.37,,4.87,
GJ 876 d,GJ 876,0,,,5.85,0.207,,,3271,0.35,0.34,-1.893,4.87,
Kepler-11 c,Kepler-11,0,,2.73,5.9,,,,,1.05,0.92,,,
Kepler-223 d,Kepler-223,0,,3.8,5.9,,,,,,1.1,,,
Kepler-49 c,Kepler-49,0,,2.8,5.9,,,,,,0.5,,,
Kepler-79 c,Kepler-79,0,0.187,3.72,5.9,0.03,,,6174,1.3,1.17,0.342,4.27,
TOI-1235 b,TOI-1235,0,0.03826,1.694,5.9,,60.3,775,3997,0.62,0.63,-1.054,4.64,
Kepler-68 b,Kepler-68,0,,2.33,5.97,,,,5793,1.24,1.08,,4.28,
Kepler-305 c,Kepler-305,0,,3.3,6,,,,,0.8,0.76,,4.51,
Kepler-462 c,Kepler-462,0,,4,6,0.11,,,7500,1.57,1.59,,4.22,
Kepler-79 d,Kepler-79,0,0.287,7.16,6,0.025,,,6174,1.3,1.17,0.342,4.27,
GJ 433 b,GJ 433,0,0.062,,6.043,0.04,,,,,0.48,,,
Kepler-454 b,Kepler-454,0,,2.354,6.05338,0,,,5701,1.05,0.85,,4.37,
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,0,1.305,,6.059,,,,,,0.22,,,
HD 158259 e,HD 158259,0,,,6.08,,,,,1.21,1.08,,,
GJ 357 d,GJ 357,0,0.204,,6.1,,0.38,220,3505,0.34,0.34,-1.798,4.94,
Kepler-11 d,Kepler-11,0,0.159,3.43,6.1,0,,,5680,1.1,0.95,,4.3,
Kepler-26 c,Kepler-26,0,,2.5,6.1,,,,,,0.5,,,
Kepler-350 c,Kepler-350,0,,3.1,6.1,,,,,1.25,1,,4.24,
Kepler-92 c,Kepler-92,0,,2.6,6.1,,,,,1.7,1.21,,4.05,
HD 7924 d,HD 7924,0,0.1532,,6.10231,0.17,,,5171.13,0.78,0.8,,4.55,
Kepler-26 c,Kepler-26,0,,2.51,6.12,,,,,0.54,0.54,,,
HD 158259 f,HD 158259,0,,,6.14,,,,,1.21,1.08,,,
Kepler-99 b,Kepler-99,0,,1.48,6.15,,,,4782,0.73,0.79,,4.61,
TOI-270 c,TOI-270,0,0.04526,2.355,6.15,0.027,,488,3506,0.38,0.39,-1.712,4.87,
Kepler-26 c,Kepler-26,0,,2.72,6.2,,4.82,,3914,0.51,0.54,,,
Kepler-51 d,Kepler-51,0,,11.8,6.2,,,,,,1.1,,,
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,0,1.064,,6.228,,,,,,0.2,,,
GJ 3998 c,GJ 3998,0,0.089,,6.26,0.049,,,3722,0.49,0.5,-1.387,4.77,
Wolf 503 b,Wolf 503,0,0.05706,2.043,6.26,0.41,,790,4716,0.69,0.69,-0.676,4.62,
GJ 1214 b,GJ 1214,0,0.01411,2.847,6.26125,,,,3026,0.22,0.15,,4.94,
TOI-1201 b,TOI-1201,0,0.0287,2.415,6.28,0,40.6,703,3476,0.51,0.51,-1.469,4.8,
LTT 3780 c,LTT 3780,0,0.0762,2.42,6.29,0.115,2.88,397,3360,0.38,0.38,-1.777,4.81,
HD 39194 c,HD 39194,0,0.103,,6.3,0.154,,,5205,,0.67,-0.409,4.53,
K2-131 b,K2-131,0,,1.651,6.3,,,,5200,0.74,0.79,,4.62,
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,0,5.5,,6.3,,,,,,0.39,,,
Kepler-79 e,Kepler-79,0,,3.414,6.3,,,,,1.28,1.24,,,
K2-138 c,K2-138,0,0.04461,2.299,6.31,0.045,,,5356.3,0.86,0.94,,4.54,
Kepler-406 b,Kepler-406,0,,1.43,6.35,,,,5538,1.07,1.07,,4.41,
GJ 433 b,GJ 433,0,0.06,,6.3566,0.08,,,3461,0.5,0.59,,4.81,
HD 125595 b,HD 125595,0,0.08,,6.3566,0,,,4691,0.74,0.29,,4.17,
HD 181433 b,HD 181433,0,0.08,,6.3566,0.4,,,4918,0.79,0.63,,4.45,
HD 215497 b,HD 215497,0,0.05,,6.3566,0.16,,,5110,0.85,0.67,,4.4,
HD 7924 b,HD 7924,0,0.06,,6.3566,0.06,,,5131,0.78,0.65,,4.46,
HIP 57274 b,HIP 57274,0,0.07,,6.3566,0.19,,,4510,0.78,0.29,,4.11,
Kepler-68 b,Kepler-68,0,,2.354,6.3566,0,,,5793,1.28,1.19,,4.28,
GJ 1214 b,GJ 1214,0,,2.74,6.37,,,547,2949,0.21,0.15,-2.553,4.94,
LHS 1140 b,LHS 1140,0,0.0957,1.635,6.38,0.096,,379,2988,0.21,0.19,-2.488,,
GJ 180 c,GJ 180,0,0.129,,6.4,0.09,,,3371,,0.43,-1.886,,
K2-291 b,K2-291,0,,1.582,6.4,,,,5520,0.9,0.93,,4.5,
Kepler-87 c,Kepler-87,0,0.676,6.14,6.4,0.039,,403,5600,1.82,1.1,,3.96,
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,0,1.8,,6.4,,,,,,0.1,,,
TOI-1266 c,TOI-1266,0,0.1037,1.673,6.4,0,2.42,347,3573,0.42,0.44,-1.58,4.83,
GJ 1214 b,GJ 1214,0,,2.27,6.43,,,,,0.21,0.16,,4.99,
HD 40307 c,HD 40307,0,0.0812,,6.43,0.103,,,4977,,0.77,,4.47,
HD 1461 b,HD 1461,0,0.0634,,6.44,0.172,,,5765,,1.02,,4.38,
HD 7924 d,HD 7924,0,0.1551,,6.44,0.21,15.17,499,5075,0.78,0.83,,4.59,
GJ 1214 b,GJ 1214,0,,2.65,6.45,,,,3170,0.18,0.16,,5.12,
K2-3 b,K2-3,0,,,6.48,0,,,0.5,3896,0.56,,,4.73
GJ 180 b,GJ 180,0,0.092,,6.49,0.07,,,,,0.43,,,
K2-291 b,K2-291,0,0.03261,1.589,6.49,0,633,,5520,0.9,0.93,-0.166,4.5,
K2-131 b,K2-131,0,,1.81,6.5,0,,,5200,0.81,0.84,,4.62,
K2-285 d,K2-285,0,0.1178,2.48,6.5,0,24.61,620,4975,0.79,0.83,,4.4,
GJ 536 b,GJ 536,0,0.067,,6.52,0.119,,,3674,0.51,0.51,-1.373,4.73,
K2-265 b,K2-265,0,0.03376,1.71,6.54,0.084,,,5477,0.98,0.92,,4.42,
GJ 1214 b,GJ 1214,0,,2.678,6.55,0.14,,555,3026,0.21,0.16,-2.484,4.99,
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,0,1.103,,6.554,,,,,,0.2,,,
GJ 3341 b,GJ 3341,0,0.089,,6.6,0.31,,,3526,0.44,0.47,-1.538,,
HD 154088 b,HD 154088,0,0.134,,6.6,0.344,,,5374,,0.91,-0.131,4.37,
HD 215497 b,HD 215497,0,0.047,,6.6,0.16,,,5113,,0.87,-0.41,4.31,
HD 40307 c,HD 40307,0,0.08113,,6.6,0.05777,,696,4867.44,0.72,0.79,-0.585,4.63,
HD 40307 c,HD 40307,0,0.0799,,6.6,0.06,,,4956,,0.77,-0.639,4.47,
K2-3 b,K2-3,0,0.0777,2.29,6.6,,,,3835,0.6,0.62,-1.15,4.66,
HD 1461 b,HD 1461,0,0.0636,,6.61083,0.062,,,5695.23,1.15,1.03,,4.33,
Gl 686 b,Gl 686,0,0.091,,6.624,0.05,,,3656,0.43,0.43,-1.53,4.87,
TOI-125 c,TOI-125,0,0.0814,2.759,6.63,0.066,77.59,828,5320,0.85,0.86,-0.285,4.52,
Gl 686 b,Gl 686,0,0.0917,,6.64,0.077,,,3654,0.43,0.43,-1.523,4.88,
LHS 1140 b,LHS 1140,0,0.0875,1.43,6.65,0.29,0.46,230,3131,0.19,0.15,-2.526,,
K2-32 d,K2-32,0,0.18422,3.484,6.7,0.05,,550,5271,0.86,0.83,,4.49,
Kepler-11 d,Kepler-11,0,,2.97,6.7,,,,,1.05,0.92,,,
Kepler-11 e,Kepler-11,0,,4,6.7,,,,,,0.9,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,0,0.9,,6.7,,,,,,0.1,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,0,0.9,,6.7,,,,,,0.1,,,
Kepler-80 c,Kepler-80,0,0.0792,2.74,6.74,,,,4540,0.68,0.73,-0.77,4.64,
Kepler-80 d,Kepler-80,0,0.0372,1.53,6.75,,,,4540,0.68,0.73,-0.77,4.64,
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,0,2.83,,6.78,,,,,,0.48,,,
GJ 163 c,GJ 163,0,0.1254,,6.8,0.099,,,,,,,,
Kepler-11 d,Kepler-11,0,,3.3,6.8,,,,,,0.9,,,
Kepler-114 b,Kepler-114,0,,1.02,6.8,,,,,0.54,0.56,,,
TOI-1759 b,TOI-1759,0,0.1176,3.06,6.8,0,,433,3972,0.63,0.61,-1.051,4.5,
GJ 876 d,GJ 876,0,0.020807,,6.83,0.207,,,,0.3,0.32,-1.907,,
WASP-47 e,WASP-47,0,,1.81,6.83,,,,5552,1.14,1.04,,4.34,
Kepler-454 b,Kepler-454,0,0.0954,2.37,6.84,0,,,5701,1.07,1.03,,4.37,
HD 238090 b,HD 238090,0,0.0932,,6.89,0.3,8.1,470,3933,0.57,0.58,-1.154,4.7,
HD 3167 d,HD 3167,0,0.07757,,6.9,0.36,88.9,,5261,0.86,0.86,,4.47,
K2-199 b,K2-199,0,0.0382,1.73,6.9,0.02,116.2,913,4491,0.68,0.71,-0.733,,
Kepler-18 b,Kepler-18,0,0.0447,2,6.9,0,,,5345,1.11,0.97,-0.031,4.31,
Kepler-326 d,Kepler-326,0,,2.41,6.9,,,,,1.59,0.93,,,
TOI-1235 b,TOI-1235,0,0.03845,1.738,6.91,0.15,53.6,754,3872,0.63,0.64,-1.097,4.65,
WASP-47 e,WASP-47,0,,1.773,6.91,,,,5552,1.12,1.01,,4.34,
