Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
TOI-1749 b,TOI-1749,1,Published Confirmed,0,2.38839,0.0291,1.39,57,3985,0.55
TOI-1749 c,TOI-1749,1,Published Confirmed,0,4.4929,0.0443,2.12,14,3985,0.55
TOI-1749 c,TOI-1749,0,TESS Project Candidate,0,4.489095,,1.998,,3959,0.56
TOI-1749 d,TOI-1749,1,Published Confirmed,0,9.0497,0.0707,2.52,15,3985,0.55
TOI-1749 d,TOI-1749,0,TESS Project Candidate,0,9.0446978,,2.313,,3959,0.56
TOI-1759 b,TOI-1759,0,Published Confirmed,0,18.849975,0.1176,3.06,6.8,3972,0.63
TOI-1759 b,TOI-1759,1,Published Confirmed,0,18.85019,0.1177,3.14,10.8,4065,0.6
TOI-1759 b,TOI-1759,0,TESS Project Candidate,0,18.8481,,3.28,,3960,0.63
TOI-178 b,TOI-178,1,Published Confirmed,0,1.914558,0.02607,1.152,1.5,4316,0.65
TOI-178 c,TOI-178,0,TESS Project Candidate,0,3.23842532,,1.515,,4111,0.66
TOI-178 c,TOI-178,1,Published Confirmed,0,3.23845,0.037,1.669,4.77,4316,0.65
TOI-178 d,TOI-178,0,TESS Project Candidate,0,6.55767002,,2.916,,4111,0.66
TOI-178 d,TOI-178,1,Published Confirmed,0,6.5577,0.0592,2.572,3.01,4316,0.65
TOI-178 e,TOI-178,1,Published Confirmed,0,9.961881,0.0783,2.207,3.86,4316,0.65
TOI-178 e,TOI-178,0,TESS Project Candidate,0,9.96199732,,2.123,,4111,0.66
TOI-178 f,TOI-178,1,Published Confirmed,0,15.231915,0.1039,2.287,7.72,4316,0.65
TOI-178 g,TOI-178,1,Published Confirmed,0,20.7095,0.1275,2.87,3.94,4316,0.65
TOI-178 g,TOI-178,0,TESS Project Candidate,0,20.708504,,3.751,,4111,0.7
TOI-1789 b,TOI-1789,0,TESS Project Candidate,0,3.208717,,13.805,,5971.4,2.26
TOI-1789 b,TOI-1789,1,Published Confirmed,0,3.208664,0.04882,16.141,222.47988,5991,2.17
TOI-1807 b,TOI-1807,1,Published Confirmed,0,0.549372,0.00812,1.258,,4757,0.68
TOI-1807 b,TOI-1807,0,Published Confirmed,0,0.549374,0.012,1.37,2.57,4730,0.69
TOI-1807 b,TOI-1807,0,TESS Project Candidate,0,0.54937,,1.539,,4612.99,0.74
TOI-1820 b,TOI-1820,0,TESS Project Candidate,0,4.860673,,11.427,,5778.2,1.4
TOI-1820 b,TOI-1820,1,Published Confirmed,0,4.860674,0.061,12.778,731.00534,5734,1.51
TOI-1842 b,TOI-1842,0,TESS Project Candidate,0,9.5739531,,12.496,,6115,2.05
TOI-1842 b,TOI-1842,1,Published Confirmed,0,9.5739,0.1001,11.657,68.01528,6230,2.02
TOI-1860 b,TOI-1860,1,Published Confirmed,0,1.0662107,0.0204,1.31,,5752,0.94
TOI-1860 b,TOI-1860,0,TESS Project Candidate,0,1.0662083,,1.107,,5668,0.93
TOI-1899 b,TOI-1899,0,TESS Project Candidate,0,29.09022715,,12.183,,3854,0.62
TOI-1899 b,TOI-1899,1,Published Confirmed,0,29.02,0.1587,12.89,209.7678,3841,0.61
TOI-201 b,TOI-201,0,TESS Project Candidate,0,52.9782176,,10.86,,6461.8,1.33
TOI-201 b,TOI-201,1,Published Confirmed,0,52.97818,0.3,11.299,133.4886,6394,1.32
TOI-2025 b,TOI-2025,1,Published Confirmed,0,8.872078,0.092,12.52,1398.44499,5880,1.56
TOI-2025 b,TOI-2025,0,TESS Project Candidate,0,8.8720857,,12.534,,6042,1.48
TOI-2046 b,TOI-2046,1,Published Confirmed,0,1.4971842,,16.141,731.00534,6250,1.21
TOI-2046 b,TOI-2046,0,TESS Project Candidate,0,1.4972,,18.354,,6081,1.24
TOI-2048 b,TOI-2048,1,Published Confirmed,0,13.79019,,2.06,,5185,0.79
TOI-2048 b,TOI-2048,0,TESS Project Candidate,0,13.7905315,,2.602,,5021.6,0.76
TOI-206 b,TOI-206,0,TESS Project Candidate,0,0.73630952,,1.471,,3358,0.35
TOI-206 b,TOI-206,1,Published Confirmed,0,0.7363104,0.0112,1.3,,3383,0.35
TOI-2076 b,TOI-2076,1,Published Confirmed,0,10.35509,0.0682,2.518,,5200,0.77
TOI-2076 b,TOI-2076,0,TESS Project Candidate,0,10.3557525,,2.889,,5149.6,0.77
TOI-2076 b,TOI-2076,0,Published Confirmed,0,10.35566,0.0631,2.5,,5187,0.76
TOI-2076 c,TOI-2076,1,Published Confirmed,0,21.01538,0.1093,3.497,,5200,0.77
TOI-2076 c,TOI-2076,0,Published Confirmed,0,,0.0885,3.38,,5187,0.76
TOI-2076 d,TOI-2076,0,Published Confirmed,0,,0.1138,3.16,,5187,0.76
TOI-2076 d,TOI-2076,1,Published Confirmed,0,35.12537,0.1539,3.232,,5200,0.77
TOI-2076 d,TOI-2076,0,TESS Project Candidate,0,35.1257472,,3.17,,5149.6,0.77
TOI-2081 b,TOI-2081,1,Published Confirmed,0,10.50534,0.0752,2.04,,3800,0.53
TOI-2081 b,TOI-2081,0,TESS Project Candidate,0,10.50534132,,1.838,,3742,0.52
TOI-2109 b,TOI-2109,0,TESS Project Candidate,0,0.67249,,15.729,,6647,1.7
TOI-2109 b,TOI-2109,1,Published Confirmed,0,0.67247414,0.01791,15.098,1595.4986,6540,1.7
TOI-2136 b,TOI-2136,0,TESS Project Candidate,0,7.8519082,,2.171,,3384,0.34
TOI-2136 b,TOI-2136,0,Published Confirmed,0,7.85191,0.054,2.09,15,3366,0.34
TOI-2136 b,TOI-2136,0,Published Confirmed,0,7.851925,0.0533,2.2,4.7,3373,0.34
TOI-2136 b,TOI-2136,1,Published Confirmed,0,7.851928,0.057,2.19,6.37,3342,0.34
TOI-2158 b,TOI-2158,1,Published Confirmed,0,8.60077,0.075,10.761,260.61929,5673,1.41
TOI-2158 b,TOI-2158,0,TESS Project Candidate,0,8.6007557,,10.799,,5389,1.5
TOI-216.01,TOI-216,0,TESS Project Candidate,0,34.55478644,,7.304,,5025.77,0.8
TOI-216.01,TOI-216,1,Published Confirmed,0,34.525528,,10.1,177.98391,,0.75
TOI-216.01,TOI-216,0,Published Confirmed,0,34.556,0.2069,11.29,200,5026,0.84
TOI-216.02,TOI-216,0,Published Confirmed,0,17.089,0.1293,7.69,30,5026,0.84
TOI-216.02,TOI-216,1,Published Confirmed,0,17.16073,,8,18.75188,,0.75
TOI-216.02,TOI-216,0,TESS Project Candidate,0,17.38904539,,6.484,,5025.77,0.8
TOI-2180 b,TOI-2180,0,TESS Project Candidate,0,260.2185124,,8.771,,5739,1.63
TOI-2180 b,TOI-2180,1,Published Confirmed,0,260.79,0.828,11.321,875.61726,5695,1.64
TOI-2180 b,TOI-2180,0,Published Confirmed,0,260.15764,,,,5695,1.64
TOI-2184 b,TOI-2184,0,TESS Project Candidate,0,6.9067783,,9.365,,5731.8,3.15
TOI-2184 b,TOI-2184,1,Published Confirmed,0,6.90683,,11.4,206.58846,5966,2.9
TOI-2193 A b,TOI-2193 A,0,TESS Project Candidate,0,2.12236725,,12.981,,6079,1.2
TOI-2193 A b,TOI-2193 A,1,Published Confirmed,0,2.1225735,0.03319,19.84,298.7587,5966,1.25
TOI-2196 b,TOI-2196,0,TESS Project Candidate,0,1.19539684,,3.503,,5728,1.03
TOI-2196 b,TOI-2196,1,Published Confirmed,0,1.1947268,0.02234,3.51,26,5634,1.04
TOI-220 b,TOI-220,1,Published Confirmed,0,10.695264,0.08911,3.03,13.8,5298,0.86
TOI-220 b,TOI-220,0,TESS Project Candidate,0,10.6952858,,2.697,,5272.71,0.88
TOI-2202 b,TOI-2202,1,Published Confirmed,0,11.9101,0.09564,11.321,310.83618,5144,0.79
TOI-2202 b,TOI-2202,0,TESS Project Candidate,0,11.91331446,,11.732,,5064,0.82
TOI-2202 c,TOI-2202,1,Published Confirmed,0,24.6744,0.15544,,117.27868,5144,0.79
TOI-2207 b,TOI-2207,0,TESS Project Candidate,0,8.0016656,,11.076,,6146,1.56
TOI-2207 b,TOI-2207,1,Published Confirmed,0,8.001968,0.0854,11.153,203.41018,6101,1.56
TOI-2236 b,TOI-2236,1,Published Confirmed,0,3.5315902,0.05009,14.37,502.16888,6248,1.57
TOI-2236 b,TOI-2236,0,TESS Project Candidate,0,3.5316,,14.193,,6209,1.62
TOI-2257 b,TOI-2257,1,Published Confirmed,0,35.189346,0.145,2.194,,3430,0.31
TOI-2257 b,TOI-2257,0,TESS Project Candidate,0,35.189636,,2.231,,3446,0.33
TOI-2260 b,TOI-2260,0,TESS Project Candidate,0,0.35244372,,1.594,,5432,0.9
TOI-2260 b,TOI-2260,1,Published Confirmed,0,0.3524728,0.0097,1.62,,5534,0.94
TOI-2285 b,TOI-2285,0,TESS Project Candidate,0,27.26952215,,1.904,,3546,0.46
TOI-2285 b,TOI-2285,1,Published Confirmed,0,27.26955,0.1363,1.74,19.5,3491,0.46
TOI-2337 b,TOI-2337,0,TESS Project Candidate,0,2.994316,,8.163,,4784,3.23
TOI-2337 b,TOI-2337,1,Published Confirmed,0,2.99432,,10.088,508.52545,4780,3.22
TOI-237 b,TOI-237,0,Published Confirmed,0,5.436147,,,,3212,0.21
TOI-237 b,TOI-237,0,TESS Project Candidate,0,5.433729,,1.742,,3139,0.21
TOI-237 b,TOI-237,1,Published Confirmed,0,5.436098,0.0341,1.44,,3212,0.21
TOI-2406 b,TOI-2406,1,Published Confirmed,0,3.0766896,0.0228,2.94,,3100,0.2
TOI-2406 b,TOI-2406,0,TESS Project Candidate,0,3.07668275,,2.779,,3163,0.2
TOI-2411 b,TOI-2411,0,TESS Project Candidate,0,0.78276495,,1.747,,4099,0.73
TOI-2411 b,TOI-2411,1,Published Confirmed,0,0.7826942,0.0144,1.68,,4099,0.68
TOI-2421 b,TOI-2421,1,Published Confirmed,0,4.3474032,0.0543,10.368,105.83686,5607,1.75
TOI-2421 b,TOI-2421,0,TESS Project Candidate,0,4.3474,,10.753,,5618,1.79
TOI-2427 b,TOI-2427,0,TESS Project Candidate,0,1.30613,,1.998,,4072,0.68
TOI-2427 b,TOI-2427,1,Published Confirmed,0,1.3060011,0.0202,1.8,,4072,0.65
TOI-2445 b,TOI-2445,0,TESS Project Candidate,0,0.37113344,,1.406,,3333,0.27
TOI-2445 b,TOI-2445,1,Published Confirmed,0,0.3711281,0.0064,1.25,,3333,0.27
TOI-251 b,TOI-251,0,TESS Project Candidate,0,4.93770132,,3.029,,5862,0.96
TOI-251 b,TOI-251,1,Published Confirmed,0,4.93777,0.05741,2.74,317.83,5875,0.88
TOI-251 b,TOI-251,0,Published Confirmed,0,4.9377254,,,,5875,0.88
TOI-2545 b,TOI-2545,0,TESS Project Candidate,0,7.99403672,,2.558,,5846.29,1.25
TOI-2545 b,TOI-2545,1,Published Confirmed,0,7.994037,,2.75,,5846.29,1.25
TOI-2567 b,TOI-2567,1,Published Confirmed,0,5.983944,0.0672,10.929,63.88351,5611,1.69
TOI-2567 b,TOI-2567,0,TESS Project Candidate,0,5.9839451,,10.836,,5609,1.72
TOI-257 b,TOI-257,0,TESS Project Candidate,0,18.38770809,,6.379,,6382.7,1.77
TOI-257 b,TOI-257,1,Published Confirmed,0,18.38818,0.1528,7.163,43.86032,6095,1.87
TOI-2570 b,TOI-2570,0,TESS Project Candidate,0,2.9887607,,14.439,,5639,1.12
TOI-2570 b,TOI-2570,1,Published Confirmed,0,2.9887615,0.04145,13.641,260.61929,5771,1.09
TOI-2669 b,TOI-2669,1,Published Confirmed,0,6.2034,,19.728,193.87533,4800,4.1
TOI-2669 b,TOI-2669,0,TESS Project Candidate,0,6.2034438,,10.139,,4859,3.98
TOI-269 b,TOI-269,1,Published Confirmed,0,3.6977104,0.0345,2.77,8.8,3514,0.4
TOI-269 b,TOI-269,0,TESS Project Candidate,0,3.69772375,,2.917,,3607,0.4
TOI-270 b,TOI-270,1,Published Confirmed,0,3.3601538,0.03197,1.206,1.58,3506,0.38
TOI-270 b,TOI-270,0,Published Confirmed,0,3.36008,0.0306,1.247,,3386,0.38
TOI-270 b,TOI-270,0,TESS Project Candidate,0,3.36013771,,1.184,,3551,0.37
TOI-270 c,TOI-270,1,Published Confirmed,0,5.6605731,0.04526,2.355,6.15,3506,0.38
TOI-270 c,TOI-270,0,TESS Project Candidate,0,5.66056932,,2.407,,3551,0.37
TOI-270 c,TOI-270,0,Published Confirmed,0,5.660172,0.0472,2.42,,3386,0.38
TOI-270 d,TOI-270,0,Published Confirmed,0,11.38014,0.0733,2.13,,3386,0.38
TOI-270 d,TOI-270,1,Published Confirmed,0,11.379573,0.0721,2.133,4.78,3506,0.38
TOI-270 d,TOI-270,0,TESS Project Candidate,0,11.37956534,,2.254,,3551,0.37
TOI-3331 A b,TOI-3331 A,0,TESS Project Candidate,0,2.0184824,,11.628,,5544,0.96
TOI-3331 A b,TOI-3331 A,1,Published Confirmed,0,2.0180231,0.03144,12.98,721.47048,5609,0.95
TOI-3362 b,TOI-3362,0,TESS Project Candidate,0,18.0954753,,11.902,,6509.8,1.8
TOI-3362 b,TOI-3362,1,Published Confirmed,0,18.09547,0.153,12.801,1598.35906,6532,1.83
TOI-3540 A b,TOI-3540 A,1,Published Confirmed,0,3.119999,0.04289,23.539,375.03752,5810,1.23
TOI-3540 A b,TOI-3540 A,0,TESS Project Candidate,0,3.119885,,11.073,,6011.2,1.13
TOI-3629 b,TOI-3629,1,Published Confirmed,0,3.936551,0.043,8.295,82.63539,3870,0.6
TOI-3629 b,TOI-3629,0,TESS Project Candidate,0,3.9381727,,8.119,,3689,0.61
TOI-3693 b,TOI-3693,0,TESS Project Candidate,0,9.0881638,,12.897,,5211,0.8
TOI-3693 b,TOI-3693,1,Published Confirmed,0,9.088516,0.0813,12.599,324.18498,5321,0.79
TOI-3714 b,TOI-3714,0,TESS Project Candidate,0,2.1548334,,11.178,,3538,0.51
TOI-3714 b,TOI-3714,1,Published Confirmed,0,2.154849,0.027,11.321,222.47988,3660,0.51
TOI-3757 b,TOI-3757,0,TESS Project Candidate,0,3.4389623,,11.971,,3902,0.64
TOI-3757 b,TOI-3757,1,Published Confirmed,0,3.438753,0.03845,12,85.3,3913,0.62
TOI-411 b,TOI-411,0,TESS Project Candidate,0,4.04041304,,1.547,,6101,1.12
TOI-411 b,TOI-411,1,Published Confirmed,0,4.040301,0.0528,1.72,,6040,1.16
TOI-411 c,TOI-411,0,TESS Project Candidate,0,9.57307064,,2.305,,6101,1.12
TOI-411 c,TOI-411,1,Published Confirmed,0,9.573096,0.0939,2.74,,6040,1.16
TOI-4137 b,TOI-4137,1,Published Confirmed,0,3.8016122,0.05222,13.574,457.67291,6202,1.44
TOI-4137 b,TOI-4137,0,TESS Project Candidate,0,3.8016435,,13.448,,6244,1.47
TOI-421 b,TOI-421,1,Published Confirmed,0,5.19672,0.056,2.68,7.17,5325,0.87
TOI-421 b,TOI-421,0,TESS Project Candidate,0,5.19768584,,1.926,,5718,0.86
TOI-421 c,TOI-421,1,Published Confirmed,0,16.06819,0.1189,5.09,16.42,5325,0.87
TOI-421 c,TOI-421,0,TESS Project Candidate,0,16.06752202,,4.791,,5718,0.86
TOI-431 b,TOI-431,0,TESS Project Candidate,0,0.49005894,,1.474,,4891,0.73
TOI-431 b,TOI-431,1,Published Confirmed,0,0.490047,0.0113,1.28,3.07,4850,0.73
TOI-431 c,TOI-431,1,Published Confirmed,0,4.8494,0.052,,,4850,0.73
TOI-431 d,TOI-431,0,TESS Project Candidate,0,12.46100864,,3.281,,4891,0.73
TOI-431 d,TOI-431,1,Published Confirmed,0,12.46103,0.098,3.29,9.9,4850,0.73
TOI-4329 b,TOI-4329,0,TESS Project Candidate,0,2.92247,,18.086,,5520,2.74
TOI-4329 b,TOI-4329,1,Published Confirmed,0,2.9223,,16.813,143.02278,6000,2.31
TOI-4479 b,TOI-4479,1,Published Confirmed,0,1.1589,0.0164,2.82,,3400,0.45
TOI-4479 b,TOI-4479,0,TESS Project Candidate,0,1.15880481,,2.449,,3449,0.43
TOI-451 b,TOI-451,0,TESS Project Candidate,0,1.85866242,,1.932,,5481,0.86
TOI-451 b,TOI-451,1,Published Confirmed,0,1.858703,0.0283,1.91,,5550,0.88
TOI-451 c,TOI-451,1,Published Confirmed,0,9.192522,0.0823,3.1,,5550,0.88
TOI-451 c,TOI-451,0,TESS Project Candidate,0,9.19107915,,2.725,,5481,0.86
TOI-451 d,TOI-451,1,Published Confirmed,0,16.364988,0.1208,4.07,,5550,0.88
TOI-451 d,TOI-451,0,TESS Project Candidate,0,16.36487304,,3.925,,5481,0.86
TOI-481 b,TOI-481,1,Published Confirmed,0,10.33111,0.097,11.097,486.2799,5735,1.66
TOI-481 b,TOI-481,0,Published Confirmed,0,10.3311562,,,,5735,1.66
TOI-481 b,TOI-481,0,TESS Project Candidate,0,10.33115642,,11.794,,5760,1.73
TOI-500 b,TOI-500,1,Published Confirmed,0,0.548177,0.01189,1.166,1.42,4440,0.68
TOI-500 b,TOI-500,0,TESS Project Candidate,0,0.54815511,,1.295,,4590,0.75
TOI-500 b,TOI-500,0,Published Confirmed,0,0.5481579,0.0128,1.16,,4621,0.75
TOI-500 c,TOI-500,1,Published Confirmed,0,6.6356,,,,4440,0.68
TOI-500 d,TOI-500,1,Published Confirmed,0,26.233,,,,4440,0.68
TOI-500 e,TOI-500,1,Published Confirmed,0,61.3,,,,4440,0.68
TOI-5153 b,TOI-5153,0,TESS Project Candidate,0,20.9108406,,11.355,,6408,1.38
TOI-5153 b,TOI-5153,1,Published Confirmed,0,20.33003,0.158,11.882,1036.12061,6300,1.4
TOI-5174 b,TOI-5174,0,TESS Project Candidate,0,12.21993461,,4.593,,5643.77,1.09
TOI-5174 b,TOI-5174,1,Published Confirmed,0,12.214286,,5.351,,5643.77,1.09
TOI-519 b,TOI-519,1,Published Confirmed,0,1.2652328,0.012,11.994,4449.62,3350,0.37
TOI-519 b,TOI-519,0,TESS Project Candidate,0,1.26524452,,12.166,,3225,0.36
TOI-5238 b,TOI-5238,0,TESS Project Candidate,0,4.8721904,,4.896,,5430.5,1.02
TOI-5238 b,TOI-5238,1,Published Confirmed,0,4.872171,,5.22,,5631,1.02
TOI-530 b,TOI-530,1,Published Confirmed,0,6.387597,0.052,9.303,127.13136,3659,0.54
TOI-530 b,TOI-530,0,TESS Project Candidate,0,6.38758417,,8.435,,3688,0.54
TOI-532 b,TOI-532,1,Published Confirmed,0,2.3266508,0.0296,5.82,61.5,3927,0.61
TOI-532 b,TOI-532,0,TESS Project Candidate,0,2.326811,,5.611,,3946,0.61
TOI-5398 b,TOI-5398,1,Published Confirmed,0,10.590923,,11.657,,6017.1,1.05
TOI-5398 b,TOI-5398,0,TESS Project Candidate,0,10.590923,,11.119,,6017.1,1.05
TOI-540 b,TOI-540,0,TESS Project Candidate,0,1.23915336,,0.965,,3042,0.2
TOI-540 b,TOI-540,0,Published Confirmed,0,1.2391481,,,,3216,0.19
TOI-540 b,TOI-540,1,Published Confirmed,0,1.2391491,0.01223,0.903,,3216,0.19
TOI-544 b,TOI-544,0,TESS Project Candidate,0,1.54835417,,2.16,,4665,0.66
TOI-544 b,TOI-544,1,Published Confirmed,0,1.548351,0.0251,2.03,,4369,0.66
TOI-5542 b,TOI-5542,0,TESS Project Candidate,0,75.1247037,,13.806,,5392.9,1.27
TOI-5542 b,TOI-5542,1,Published Confirmed,0,75.12375,0.332,11.31,419.5335,5700,1.06
TOI-558 b,TOI-558,1,Published Confirmed,0,14.574071,0.1291,12.173,1147.36055,6466,1.5
TOI-558 b,TOI-558,0,TESS Project Candidate,0,14.57289854,,13.53,,6025.8,1.76
TOI-559 b,TOI-559,1,Published Confirmed,0,6.9839095,0.0723,12.229,1910.14873,5925,1.23
TOI-559 b,TOI-559,0,TESS Project Candidate,0,6.9839072,,12.24,,5972,1.21
TOI-561 b,TOI-561,1,Published Confirmed,0,0.446578,0.01055,1.423,1.59,5455,0.85
TOI-561 b,TOI-561,0,TESS Project Candidate,0,0.44656943,,1.371,,5391,0.84
TOI-561 b,TOI-561,0,Published Confirmed,0,0.446573,0.01064,1.45,3.2,5326,0.83
TOI-561 c,TOI-561,0,TESS Project Candidate,0,10.7787735,,2.74,,5391,0.84
TOI-561 c,TOI-561,1,Published Confirmed,0,10.779,0.08809,2.878,5.4,5455,0.85
TOI-561 c,TOI-561,0,Published Confirmed,0,10.77892,0.0888,2.9,7,5326,0.83
TOI-564 b,TOI-564,0,TESS Project Candidate,0,1.65114706,,7.975,,5752,1.12
TOI-564 b,TOI-564,1,Published Confirmed,0,1.651144,0.02734,11.433,464.98529,5640,1.09
TOI-620 b,TOI-620,0,TESS Project Candidate,0,5.09883061,,2.926,,3633,0.55
TOI-620 b,TOI-620,1,Published Confirmed,0,5.0988179,0.04825,3.76,,3708,0.55
TOI-628 b,TOI-628,0,TESS Project Candidate,0,3.4076,,12.134,,6174,1.38
TOI-628 b,TOI-628,1,Published Confirmed,0,3.4095675,0.0486,11.882,2011.8639,6250,1.34
TOI-640 b,TOI-640,0,TESS Project Candidate,0,5.00377538,,19.93,,6442,2.09
TOI-640 b,TOI-640,1,Published Confirmed,0,5.0037775,0.06608,19.851,279.6904,6460,2.08
TOI-674 b,TOI-674,1,Published Confirmed,0,1.977143,0.025,5.25,23.6,3514,0.42
TOI-674 b,TOI-674,0,TESS Project Candidate,0,1.97716367,,5.057,,3467,0.42
TOI-677 b,TOI-677,0,Published Confirmed,0,11.236697,,,,6295,1.28
TOI-677 b,TOI-677,0,TESS Project Candidate,0,11.23660493,,12.988,,6446,1.29
TOI-677 b,TOI-677,1,Published Confirmed,0,11.2366,0.1038,13.115,392.83788,6295,1.28
TOI-700 b,TOI-700,0,Published Confirmed,0,9.97701,0.0637,1.01,,3480,0.42
TOI-700 b,TOI-700,1,Published Confirmed,0,9.97702,0.0677,1.037,,3461,0.42
TOI-700 b,TOI-700,0,TESS Project Candidate,0,9.97731345,,0.971,,3482,0.42
TOI-700 c,TOI-700,1,Published Confirmed,0,16.05111,0.0929,2.65,,3461,0.42
TOI-700 c,TOI-700,0,TESS Project Candidate,0,16.05114065,,2.602,,3482,0.42
TOI-700 c,TOI-700,0,Published Confirmed,0,16.051098,0.0925,2.63,,3480,0.42
TOI-700 d,TOI-700,0,Published Confirmed,0,37.426,0.163,1.19,,3480,0.42
TOI-700 d,TOI-700,0,TESS Project Candidate,0,37.42433658,,1.145,,3482,0.42
TOI-700 d,TOI-700,1,Published Confirmed,0,37.42475,0.1633,1.144,,3461,0.42
TOI-712 b,TOI-712,0,TESS Project Candidate,0,9.5313851,,2.105,,4504,0.72
TOI-712 b,TOI-712,1,Published Confirmed,0,9.531361,0.07928,2.049,,4622,0.67
TOI-712 c,TOI-712,0,TESS Project Candidate,0,51.6992365,,2.41,,4504,0.72
TOI-712 c,TOI-712,1,Published Confirmed,0,51.69906,0.2447,2.701,,4622,0.67
TOI-712 d,TOI-712,0,TESS Project Candidate,0,84.8403392,,1.815,,4504,0.72
TOI-712 d,TOI-712,1,Published Confirmed,0,84.8396,0.3405,2.474,,4622,0.67
TOI-763 b,TOI-763,0,TESS Project Candidate,0,5.60244775,,2.417,,5767,0.91
TOI-763 b,TOI-763,1,Published Confirmed,0,5.6057,0.06,2.28,9.79,5450,0.9
TOI-763 c,TOI-763,1,Published Confirmed,0,12.2737,0.1011,2.63,9.32,5450,0.9
TOI-763 c,TOI-763,0,TESS Project Candidate,0,12.27730618,,3.073,,5767,0.91
TOI-776 b,TOI-776,1,Published Confirmed,0,8.24661,0.0652,1.85,4,3709,0.54
TOI-776 b,TOI-776,0,TESS Project Candidate,0,8.243393,,1.787,,3806,0.55
TOI-776 c,TOI-776,1,Published Confirmed,0,15.6653,0.1,2.02,5.3,3709,0.54
TOI-776 c,TOI-776,0,TESS Project Candidate,0,15.66531838,,1.923,,3806,0.53
TOI-813 b,TOI-813,0,TESS Project Candidate,0,83.89675274,,7.178,,5823.7,2.04
TOI-813 b,TOI-813,1,Published Confirmed,0,83.8911,0.423,6.71,,5907,1.94
TOI-824 b,TOI-824,0,TESS Project Candidate,0,1.392975,,3.05,,4452,0.73
TOI-824 b,TOI-824,0,Published Confirmed,0,1.39298,,,,4600,0.69
TOI-824 b,TOI-824,1,Published Confirmed,0,1.392978,0.02177,2.926,18.467,4600,0.69
TOI-833 b,TOI-833,1,Published Confirmed,0,1.0418777,0.0171,1.27,,3920,0.6
TOI-833 b,TOI-833,0,TESS Project Candidate,0,1.04189085,,1.352,,3965,0.6
TOI-837 b,TOI-837,0,Published Confirmed,0,8.324876,,,,6047,1.02
TOI-837 b,TOI-837,1,Published Confirmed,0,8.3248762,,8.631,,6047,1.02
TOI-837 b,TOI-837,0,TESS Project Candidate,0,8.3249309,,7.6,,6513,1.01
TOI-849 b,TOI-849,0,TESS Project Candidate,0,0.76566,,3.541,,5311,0.92
TOI-849 b,TOI-849,1,Published Confirmed,0,0.76552414,0.01598,3.444,39.09,5373.8,0.92
TOI-892 b,TOI-892,1,Published Confirmed,0,10.62656,0.092,11.994,301.9385,6261,1.39
TOI-892 b,TOI-892,0,TESS Project Candidate,0,10.6265837,,12.034,,7723,1.35
TOI-892 b,TOI-892,0,Published Confirmed,0,10.626562,,,,6261,1.39
TOI-905 b,TOI-905,0,Published Confirmed,0,3.739493,,,,5570,0.92
TOI-905 b,TOI-905,1,Published Confirmed,0,3.739494,0.04666,13.126,211.99261,5570,0.92
TOI-905 b,TOI-905,0,TESS Project Candidate,0,3.73956877,,14.008,,5565,1
TOI-942 b,TOI-942,0,TESS Project Candidate,0,4.32765,,3.52,,4945,0.91
TOI-942 b,TOI-942,1,Published Confirmed,0,4.32419,0.04796,4.81,826.358,4928,1.02
TOI-942 b,TOI-942,0,Published Confirmed,0,4.3263,0.0498,4.242,16,4969,0.89
TOI-942 c,TOI-942,0,Published Confirmed,0,10.1605,0.088,4.793,37,4969,0.89
TOI-942 c,TOI-942,1,Published Confirmed,0,10.15643,0.0847,5.79,794.575,4928,1.02
TOI-954 b,TOI-954,1,Published Confirmed,0,3.6849729,0.04963,9.55,55.30242,5710,1.89
TOI-954 b,TOI-954,0,TESS Project Candidate,0,3.68497,,9.055,,5756,1.93
TOI-954 b,TOI-954,0,Published Confirmed,0,3.6849729,,,,5710,1.89
TRAPPIST-1 b,TRAPPIST-1,0,Published Confirmed,0,,,,,,0.11
TRAPPIST-1 b,TRAPPIST-1,0,Published Confirmed,0,,0.011548,1.121,1.017,,
TRAPPIST-1 b,TRAPPIST-1,1,Published Confirmed,0,1.510826,0.01154,1.116,1.374,2566,0.12
TRAPPIST-1 b,TRAPPIST-1,0,Published Confirmed,0,1.510848,0.01111,1.113,,2550,0.12
TRAPPIST-1 b,TRAPPIST-1,0,Published Confirmed,0,1.51087081,0.01111,1.086,0.85,2559,0.12
TRAPPIST-1 c,TRAPPIST-1,0,Published Confirmed,0,,0.015815,1.095,1.156,,
TRAPPIST-1 c,TRAPPIST-1,0,Published Confirmed,0,2.4218233,0.01521,1.056,1.38,2559,0.12
TRAPPIST-1 c,TRAPPIST-1,0,Published Confirmed,0,2.421848,0.01522,1.049,,2550,0.12
TRAPPIST-1 c,TRAPPIST-1,1,Published Confirmed,0,2.421937,0.0158,1.097,1.308,2566,0.12
TRAPPIST-1 c,TRAPPIST-1,0,Published Confirmed,0,,,,,,0.11
TRAPPIST-1 d,TRAPPIST-1,0,Published Confirmed,0,4.04961,0.02144,0.772,0.41,2559,0.12
TRAPPIST-1 d,TRAPPIST-1,0,Published Confirmed,0,,0.02228,0.784,0.297,,
TRAPPIST-1 d,TRAPPIST-1,1,Published Confirmed,0,4.049219,0.02227,0.788,0.388,2566,0.12
