,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityToTitan
1301,HD 99492 b,HD 99492,0,0.1232,,34.6,0.254,,,5069.61,0.75,0.85,-0.475,4.62,,(37.21852142966657+37.21852142966657j),(28.49001202379506+28.49001202379506j),(37.87957851251567+37.87957851251567j),(37.68874333210087+37.68874333210087j),(480.9265630599744+480.9265630599744j),(1030.9344695182463+1030.9344695182463j),(441.7470240874519+441.7470240874519j),(568.5819734106315+568.5819734106315j),0.001299732832695577
1302,Kepler-58 b,Kepler-58,0,,2.66,34.9,,,,,1.08,1.02,,,,,,,,,,,,0.001288567542415353
1303,HD 85390 b,HD 85390,0,1.52,,34.9613,0.41,,,5164.0,0.8,0.54,,4.36,,,,,,,,,,0.0012863096633299875
1304,HD 89345 b,HD 89345,0,0.1066,7.398,34.9613,0.22,,1089.0,5576.0,1.75,1.16,0.425,4.02,,(55.03319102813648+0j),(42.126774892504514+0j),(56.01066351558298+0j),(55.72848495138335+0j),(711.1223766747524+0j),(1524.391926898652+0j),(653.1895257756707+0j),(840.7341064580927+0j),0.0012863096633299875
1305,K2-32 d,K2-32,0,,3.75,35.0,0.0,,,5315.0,0.87,0.87,,4.43,,,,,,,,,,0.0012848882861018485
1306,KOI-94 e,KOI-94,0,0.3046,6.56,35.0,0.019,,584.0,6182.0,1.52,1.28,0.479,4.18,,(33.5447835749558+0j),(25.67784131865917+0j),(34.14058953185739+0j),(33.96859116707551+0j),(433.45562514568445+0j),(929.1737643394409+0j),(398.1433906743757+0j),(512.4588110982295+0j),0.0012848882861018485
1307,Kepler-62 f,Kepler-62,0,0.718,1.41,35.0,,,208.0,4925.0,0.64,0.69,-0.678,4.68,,(16.851410917520383+16.851410917520383j),(12.899408176795166+12.899408176795166j),(17.150717394917095+17.150717394917095j),(17.064313047856558+17.064313047856558j),(217.74887405426443+217.74887405426443j),(466.77567263701735+466.77567263701735j),(200.00957422655236+200.00957422655236j),(257.4365693796728+257.4365693796728j),0.0012848882861018485
1308,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,0,3.82,,35.0,,,,,,0.82,,,,,,,,,,,,0.0012848882861018485
1309,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,0,2.6,,35.0,,,,,,0.57,,,,,,,,,,,,0.0012848882861018485
1310,Kepler-231 b,Kepler-231,0,,2.2,35.4,,,,,0.61,0.65,,,,,,,,,,,,0.0012703789964005896
1311,Kepler-53 c,Kepler-53,0,,3.12,35.5,,,,,0.94,1.02,,,,,,,,,,,,0.0012668027306637075
1312,Kepler-58 b,Kepler-58,0,,2.78,35.5,,,,5843.0,1.03,0.95,,4.39,,,,,,,,,,0.0012668027306637075
1313,HD 99492 b,HD 99492,0,0.119,,35.59696,0.05,,,4954.0,,0.78,,4.77,,,,,,,,,,0.0012633543574215311
1314,HD 89345 b,HD 89345,0,0.105,6.86,35.7,0.203,,1053.0,5499.0,1.66,1.12,0.356,4.04,,(53.04859857881429+0j),(40.607610224709475+0j),(53.99082171070344+0j),(53.71881899561248+0j),(685.4780687048362+0j),(1469.4197064729085+0j),(629.6343770261103+0j),(810.4157744044177+0j),0.001259710266638736
1315,Kepler-183 c,Kepler-183,0,,2.23,35.7,,,,,0.94,1.04,,,,,,,,,,,,0.001259710266638736
1316,GJ 15 A c,GJ 15 A,0,5.4,,36.0,0.27,,,3607.0,0.38,0.38,-1.655,4.87,,(7.680574165408216+7.680574165408216j),(5.879321421611082+5.879321421611082j),(7.816992748343749+7.816992748343749j),(7.777611179698826+7.777611179698826j),(99.24607409988924+99.24607409988924j),(212.74807135404254+212.74807135404254j),(91.16081591966775+91.16081591966775j),(117.33502160065898+117.33502160065898j),0.0012492192379762734
1317,Kepler-122 f,Kepler-122,0,,1.75,36.0,,,,,0.95,1.03,,,,,,,,,,,,0.0012492192379762734
1318,Kepler-22 b,Kepler-22,0,0.849,2.38,36.0,0.0,,262.0,5518.0,0.98,0.97,-0.102,4.44,,(9.65133222257122+9.65133222257122j),(7.387896146984529+7.387896146984529j),(9.822754441390877+9.822754441390877j),(9.773267958446677+9.773267958446677j),(124.71161820661136+124.71161820661136j),(267.3370860210971+267.3370860210971j),(114.5517641225213+114.5517641225213j),(147.44200764453421+147.44200764453421j),0.0012492192379762734
1319,Kepler-53 c,Kepler-53,0,,3.17,36.0,,,,5858.0,0.89,0.98,,4.53,,,,,,,,,,0.0012492192379762734
1320,Kepler-62 e,Kepler-62,0,0.427,1.61,36.0,,,270.0,4925.0,0.64,0.69,-0.678,4.68,,(21.85166598701193+21.85166598701193j),(16.727000503939706+16.727000503939706j),(22.239784537074826+22.239784537074826j),(22.127741756738274+22.127741756738274j),(282.3606692739685+282.3606692739685j),(605.2802426604046+605.2802426604046j),(259.3576544774092+259.3576544774092j),(333.8247434864992+333.8247434864992j),0.0012492192379762734
1321,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,0,2.7,,36.0,,,,,,0.55,,,,,,,,,,,,0.0012492192379762734
1322,Kepler-103 c,Kepler-103,0,,5.14,36.1,,,,5845.0,1.44,1.09,,4.16,,,,,,,,,,0.0012457609523151003
1323,HD 49674 b,HD 49674,0,0.058,,36.51848,0.06,,,5628.43,1.04,1.06,,4.43,,,,,,,,,,0.001231494065019656
1324,HD 49674 b,HD 49674,0,0.058,,36.549,0.29,,,5583.0,1.04,0.99,-0.022,4.4,,(25.16417756203667+25.16417756203667j),(19.26265992769615+19.26265992769615j),(25.61113131442827+25.61113131442827j),(25.48210387914672+25.48210387914672j),(325.1639496214571+325.1639496214571j),(697.0351601636324+697.0351601636324j),(298.67388936029306+298.67388936029306j),(384.42950412515944+384.42950412515944j),0.0012304663467455068
1325,Kepler-128 c,Kepler-128,0,,1.13,37.0,,,,,1.66,1.18,,,,,,,,,,,,0.0012154770747518917
1326,TOI-942 c,TOI-942,0,0.088,4.793,37.0,0.175,,,4969.0,0.89,0.88,-0.359,,,(41.06041586195517+41.06041586195517j),(31.430903127620788+31.430903127620788j),(41.78971078522526+41.78971078522526j),(41.579176578923416+41.579176578923416j),(530.5703697988162+530.5703697988162j),(1137.353027976602+1137.353027976602j),(487.3465096964868+487.3465096964868j),(627.2740394582842+627.2740394582842j),0.0012154770747518917
1327,K2-280 b,K2-280,0,0.1461,7.5,37.1,0.35,,787.0,5500.0,1.28,1.03,,4.21,,,,,,,,,,0.0012122028419422337
1328,Kepler-145 b,Kepler-145,0,,2.65,37.1,,,,,1.85,1.32,,4.02,,,,,,,,,,0.0012122028419422337
1329,WASP-139 b,WASP-139,0,0.062,8.967,37.18611,0.0,,910.0,5310.0,0.8,0.92,,4.59,,,,,,,,,,0.0012093975023522718
1330,WASP-132 c,WASP-132,0,0.0182,1.85,37.35,0.13,,,4714.0,0.75,0.78,-0.597,4.58,,(102.52952758736036+102.52952758736036j),(78.48424283264424+78.48424283264424j),(104.3506066579215+104.3506066579215j),(103.82489418619011+103.82489418619011j),(1324.8557820313658+1324.8557820313658j),(2840.016746312179+2840.016746312179j),(1216.9240462278756+1216.9240462278756j),(1566.328776349872+1566.328776349872j),0.0012040939193257438
1331,Kepler-279 d,Kepler-279,0,,3.1,37.5,,,,,1.07,1.1,,4.42,,,,,,,,,,0.001199280431741001
1332,WASP-107 b,WASP-107,0,0.0553,10.357,37.82177,0.0,,736.0,,0.66,0.69,,,,,,,,,,,,0.0011890835785708376
1333,HD 34445 f,HD 34445,0,1.543,,37.9,0.031,,,5836.0,1.38,1.07,0.303,4.21,,(13.291798824347621+0j),(10.1745983928766+0j),(13.527881221474674+0j),(13.459728518754472+0j),(171.75263497659523+0j),(368.1761940978004+0j),(157.7605006829863+0j),(203.05688983390618+0j),0.001186630628255081
1334,Kepler-267 b,Kepler-267,0,,2.11,37.9,,,,,0.55,0.59,,,,,,,,,,,,0.001186630628255081
1335,HATS-7 b,HATS-7,0,0.04012,6.311,38.1396,0.17,,1084.0,4985.0,0.81,0.85,-0.434,4.54,,(63.76509891927799+63.76509891927799j),(48.81087063981699+48.81087063981699j),(64.89766326251284+64.89766326251284j),(64.57071249474997+64.57071249474997j),(823.9534696288009+823.9534696288009j),(1766.2614177823152+1766.2614177823152j),(756.8286327941157+756.8286327941157j),(974.1302014579251+974.1302014579251j),0.0011791803910162768
1336,WASP-107 b,WASP-107,0,0.055,10.536,38.1396,0.0,,770.0,4430.0,0.66,0.69,,4.5,,,,,,,,,,0.0011791803910162768
1337,WASP-107 b,WASP-107,0,0.0558,10.626,38.1396,0.0,,,4430.0,0.66,0.69,,4.5,,,,,,,,,,0.0011791803910162768
1338,HD 49674 b,HD 49674,0,0.0568,,38.14,0.0,,,,,1.0,,,,,,,,,,,,0.0011791680314445774
1339,HD 89345 b,HD 89345,0,0.1115,7.263,38.45743,0.22,,1068.0,5622.0,1.73,1.32,0.433,4.08,,(54.06181297529176+0j),(41.38320498853897+0j),(55.02203232324504+0j),(54.74483442724084+0j),(698.5705210275763+0j),(1497.4852396057784+0j),(641.6602294031935+0j),(825.8945043191965+0j),0.0011694407967998144
1340,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,0,3.1,,39.0,,,,,,0.63,,,,,,,,,,,,0.0011531808571978441
1341,TOI-849 b,TOI-849,0,0.01598,3.444,39.09,0.0,,,5373.8,0.92,0.93,,4.48,,,,,,,,,,0.0011505273250239645
1342,HATS-7 b,HATS-7,0,0.04012,6.311,39.09309,0.12,,,4985.0,0.81,0.85,,,,,,,,,,,,0.0011504364372364462
1343,Kepler-328 c,Kepler-328,0,,5.4,39.4,,,,,1.06,1.15,,4.44,,,,,,,,,,0.0011414801192213275
1344,Kepler-277 c,Kepler-277,0,,3.36,39.6,,,,,1.69,1.12,,,,,,,,,,,,0.0011357183418512218
1345,K2-39 b,K2-39,0,0.0574,5.71,39.8,0.152,1356.0,1670.0,4912.0,2.93,1.19,,3.58,,,,,,,,,,0.0011300144390734568
1346,HATS-72 b,HATS-72,0,0.066517,8.097,39.85588,0.013,49.58,739.0,4656.1,0.72,0.73,-0.659,4.59,,(54.97257675262926+54.97257675262926j),(42.080375912328+42.080375912328j),(55.948972639109186+55.948972639109186j),(55.66710487006632+55.66710487006632j),(710.3391371995589+710.3391371995589j),(1522.71294171695+1522.71294171695j),(652.470094299245+652.470094299245j),(839.8081109305734+839.8081109305734j),0.0011284309944386006
1347,Kepler-114 c,Kepler-114,0,,1.29,40.0,,,,,0.54,0.56,,,,,,,,,,,,0.0011243675432569544
1348,Kepler-84 b,Kepler-84,0,,1.95,40.0,,,,,1.02,1.0,,,,,,,,,,,,0.0011243675432569544
1349,Kepler-35 b,Kepler-35,0,0.60347,8.16,40.363,0.042,,,5606.0,1.03,0.89,-0.027,4.36,,(8.211153407096228+8.211153407096228j),(6.285468909329887+6.285468909329887j),(8.356995877716107+8.356995877716107j),(8.314893803757634+8.314893803757634j),(106.10205981168569+106.10205981168569j),(227.4448515606582+227.4448515606582j),(97.45826654518973+97.45826654518973j),(125.440604001609+125.440604001609j),0.0011142613066571494
1350,WASP-156 b,WASP-156,0,0.0453,5.717,40.68224,0.007,150.0,970.0,4910.0,0.76,0.84,,4.6,,,,,,,,,,0.001105522354399091
1351,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,0,2.8,,41.0,,,,,,0.63,,,,,,,,,,,,0.001096958985922436
1352,TOI-1670 b,TOI-1670,0,0.103,2.06,41.31769,0.59,,1062.0,6170.0,1.32,1.21,,4.29,,,,,,,,,,0.0010885291044865353
1353,Kepler-27 b,Kepler-27,0,,5.85,41.8,,,,,0.86,0.98,,,,,,,,,,,,0.0010759758503198213
1354,HD 85390 b,HD 85390,0,1.52,,42.0,0.41,,,5186.0,,0.76,-0.367,4.41,,(9.934266117718863+9.934266117718863j),(7.604476219621975+7.604476219621975j),(10.110713669307822+10.110713669307822j),(10.059776464012172+10.059776464012172j),(128.36760507926738+128.36760507926738j),(275.17421371715506+275.17421371715506j),(117.9099095134158+117.9099095134158j),(151.76434787376144+151.76434787376144j),0.0010708548991612554
1355,Kepler-297 c,Kepler-297,0,,7.39,42.1,,,,,1.04,1.04,,,,,,,,,,,,0.0010683126595050219
1356,Kepler-83 b,Kepler-83,0,,2.71,42.1,,,,,0.59,0.63,,,,,,,,,,,,0.0010683126595050219
1357,HD 95338 b,HD 95338,0,0.262,3.89,42.44,0.197,7.42,385.0,5212.0,0.87,0.83,-0.31,4.54,,(22.939336139709937+22.939336139709937j),(17.559589616509587+17.559589616509587j),(23.34677335238019+23.34677335238019j),(23.22915362481821+23.22915362481821j),(296.4152165312655+296.4152165312655j),(635.4081630830776+635.4081630830776j),(272.26722301174937+272.26722301174937j),(350.4409232294142+350.4409232294142j),0.0010597586105387524
1358,Kepler-128 b,Kepler-128,0,,1.13,42.7,,,,,1.66,1.18,,,,,,,,,,,,0.0010533091462344712
1359,Kepler-129 c,Kepler-129,0,0.39,2.52,43.0,,,,5770.0,1.65,1.18,,,,,,,,,,,,0.0010459643209949077
1360,Kepler-55 b,Kepler-55,0,,2.58,43.0,,,,,0.66,0.65,,,,,,,,,,,,0.0010459643209949077
1361,Kepler-9 b,Kepler-9,0,0.143,8.29,43.4,0.0609,,,5774.0,0.96,1.02,-0.038,4.49,,(18.372529270908696+18.372529270908696j),(14.063792964609576+14.063792964609576j),(18.698853104791727+18.698853104791727j),(18.604649337328375+18.604649337328375j),(237.40430886472356+237.40430886472356j),(508.9098919043864+508.9098919043864j),(218.06374403455786+218.06374403455786j),(280.67447464667964+280.67447464667964j),0.0010363290920606394
1362,Kepler-9 b,Kepler-9,0,,8.2,43.5,,,,,,1.0,,,,,,,,,,,,0.0010339479579528632
1363,Kepler-9 b,Kepler-9,0,,,43.541,0.058,,,5754.0,1.05,1.03,0.037,4.41,,,,,,,,,,0.0010329748528010718
1364,TOI-257 b,TOI-257,0,0.1528,7.163,43.86032,0.0,186.0,1027.0,6095.0,1.87,1.41,0.636,4.04,,(50.840365858000425+0j),(38.917253532646534+0j),(51.743367445760484+0j),(51.48268727851632+0j),(656.9439482706193+0j),(1408.2527621356069+0j),(603.4248395313049+0j),(776.6809222415512+0j),0.001025458254506062
1365,HATS-8 b,HATS-8,0,0.04667,9.785,43.86054,0.376,,1324.0,5679.0,1.09,1.06,,4.39,,,,,,,,,,0.0010254531135491796
1366,Kepler-9 b,Kepler-9,0,,7.74,43.98767,0.0636,,,,0.98,1.03,,,,,,,,,,,,0.001022490937890086
1367,K2-19 b,K2-19,0,0.0762,7.46,44.0,0.119,,,5390.0,0.91,0.95,,4.49,,,,,,,,,,0.0010222045544892033
1368,HD 102117 b,HD 102117,0,0.149,,44.4962,0.0,,,5672.0,,1.03,0.196,4.27,,(38.359854305505756+0j),(29.3636788463006+0j),(39.04118318187271+0j),(38.8444959026397+0j),(495.6745239192463+0j),(1062.548820591288+0j),(455.29351604973755+0j),(586.0179508201427+0j),0.0010108111872090264
1369,Kepler-326 b,Kepler-326,0,,3.03,44.6,,,,,1.59,0.93,,,,,,,,,,,,0.0010084598576951542
1370,55 Cnc f,55 Cnc,0,0.775,,44.812,0.0,,,5250.0,0.96,0.9,-0.197,4.42,,(11.908492098308503+11.908492098308503j),(9.115705568992487+9.115705568992487j),(12.12000488133283+12.12000488133283j),(12.05894498022033+12.05894498022033j),(153.8779606516378+153.8779606516378j),(329.8592881324434+329.8592881324434j),(141.34201853606103+141.34201853606103j),(181.92431288267377+181.92431288267377j),0.0010036913537566639
1371,55 Cnc f,55 Cnc,0,0.788,,44.812,0.305,,,,,0.95,,,,,,,,,,,,0.0010036913537566639
1372,GJ 433 c,GJ 433,0,3.6,,45.0,0.08,,,3472.0,,0.48,-1.699,,,(9.468652143773376+9.468652143773376j),(7.248058307072117+7.248058307072117j),(9.63682968882992+9.63682968882992j),(9.588279884304326+9.588279884304326j),(122.35108105841226+122.35108105841226j),(262.2769390057756+262.2769390057756j),(112.38353233713167+112.38353233713167j),(144.651230479945+144.651230479945j),0.0009995002498750516
1373,Kepler-226 c,Kepler-226,0,,2.29,45.2,,,,,0.81,0.88,,,,,,,,,,,,0.000995079882801786
1374,Kepler-52 c,Kepler-52,0,,1.84,45.4,,,,4075.0,0.52,0.54,,4.74,,,,,,,,,,0.0009906984424019605
1375,55 Cnc f,55 Cnc,0,0.781,,45.766,0.2,,,5250.0,0.96,0.9,-0.197,4.42,,(11.86266065656205+11.86266065656205j),(9.080622543760228+9.080622543760228j),(12.073359404046547+12.073359404046547j),(12.01253450021815+12.01253450021815j),(153.2857405173464+153.2857405173464j),(328.5897800684698+328.5897800684698j),(140.79804466973232+140.79804466973232j),(181.2241525702417+181.2241525702417j),0.0009827795188748212
1376,HATS-8 b,HATS-8,0,0.04668,9.785,46.08535,0.25,,,5679.0,1.09,1.06,,,,,,,,,,,,0.0009759726380649258
1377,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,0,4.0,,46.1,,,,,,1.06,,,,,,,,,,,,0.0009756626375413413
1378,55 Cnc f,55 Cnc,0,0.792,,46.87969,0.142,,,5317.89,0.96,0.97,,4.46,,,,,,,,,,0.0009594434716161393
1379,55 Cnc f,55 Cnc,0,0.7733,,47.0051,0.08,,,5250.0,0.96,0.9,-0.197,4.42,,(11.921574551810673+11.921574551810673j),(9.125719917850539+9.125719917850539j),(12.13331969894342+12.13331969894342j),(12.072192718530655+12.072192718530655j),(154.04700818919463+154.04700818919463j),(330.22166556559165+330.22166556559165j),(141.4972943149032+141.4972943149032j),(182.12417163427338+182.12417163427338j),0.0009568848931266194
1380,WASP-182 b,WASP-182,0,0.0451,9.528,47.03884,0.0,,1479.0,5638.0,1.34,1.08,,4.22,,,,,,,,,,0.0009561988672656119
1381,HD 177830 c,HD 177830,0,0.5137,,47.6725,0.3,,,4949.0,2.62,1.47,0.685,3.65,,(28.247103769927616+0j),(21.62257647884843+0j),(28.74881494220971+0j),(28.603980033753807+0j),(365.0005967631325+0j),(782.4306775729448+0j),(335.26517309494193+0j),(431.526922287633+0j),0.000943495125275251
1382,CoRoTID 223977153 b,CoRoTID 223977153,0,0.071,6.389,47.6745,,132.26,938.0,5970.0,0.79,1.08,-0.155,4.67,,(37.054829366386336+37.054829366386336j),(28.364709118899537+28.364709118899537j),(37.71297903127038+37.71297903127038j),(37.5229831696471+37.5229831696471j),(478.8113833491864+478.8113833491864j),(1026.4002810567013+1026.4002810567013j),(439.80416125886194+439.80416125886194j),(566.0812734151355+566.0812734151355j),0.0009434555632430452
1383,55 Cnc f,55 Cnc,0,0.7708,,47.8,0.08,,,5172.0,0.94,0.91,,4.43,,,,,,,,,,0.0009409796643840007
1384,Kepler-1656 b,Kepler-1656,0,0.1974,,47.8,0.838,,,,1.1,1.03,,,,,,,,,,,,0.0009409796643840007
1385,HIP 38594 c,HIP 38594,0,3.805,,48.4,0.16,,,,,0.61,,,,,,,,,,,,0.0009293200474985719
1386,Kepler-297 b,Kepler-297,0,,3.24,48.5,,,,,1.04,1.04,,,,,,,,,,,,0.0009274048122005496
1387,Kepler-1656 b,Kepler-1656,0,0.197,5.02,48.6,0.836,,651.0,5731.0,1.1,1.03,,4.37,,,,,,,,,,0.0009254974548820183
1388,Kepler-279 c,Kepler-279,0,,4.3,49.4,,,,,1.07,1.1,,4.42,,,,,,,,,,0.000910516465172817
1389,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,0,2.0,,50.0,,,,,,0.38,,,,,,,,,,,,0.0008995951821680892
1390,K2-39 b,K2-39,0,0.062,8.2,50.3,0.0,,,4881.0,3.88,1.53,,3.44,,,,,,,,,,0.0008942322022952309
1391,HD 104067 b,HD 104067,0,0.26,,50.8528,0.0,,,4937.0,0.74,0.62,,4.49,,,,,,,,,,0.0008845156687037337
1392,HD 117618 b,HD 117618,0,0.17,,50.8528,0.37,,,5855.0,,1.05,,,,,,,,,,,,0.0008845156687037337
1393,Kepler-82 b,Kepler-82,0,,3.95,51.0,,,,,0.93,0.97,,,,,,,,,,,,0.0008819638394825802
1394,Kepler-101 b,Kepler-101,0,0.0474,5.77,51.1,0.086,,1513.0,5667.0,1.56,1.17,,4.12,,,,,,,,,,0.0008802386424764386
1395,55 Cnc c,55 Cnc,0,0.2373,,51.2,0.03,,,5172.0,0.94,0.91,,4.43,,,,,,,,,,0.0008785201815608712
1396,HD 27894 c,HD 27894,0,0.198,,51.48846,0.015,,,,,0.8,,,,,,,,,,,,0.0008736004920117946
1397,KOI-94 d,KOI-94,0,,,52.1,,,,6184.0,1.43,1.18,0.43,4.2,,,,,,,,,,0.0008633507602283652
1398,WASP-127 b,WASP-127,0,0.0484,14.695,52.3466,0.0,,,,1.33,0.95,,,,,,,,,,,,0.000859285341928806
1399,55 Cnc c,55 Cnc,0,0.237,,52.44,0.07,,,5250.0,0.96,0.9,-0.197,4.42,,(21.534433484488623+21.534433484488623j),(16.484165553381366+16.484165553381366j),(21.91691750677751+21.91691750677751j),(21.80650131233226+21.80650131233226j),(278.26148609126847+278.26148609126847j),(596.493060656927+596.493060656927j),(255.59241855318504+255.59241855318504j),(328.9784283889058+328.9784283889058j),0.0008577555396712677
1400,55 Cnc c,55 Cnc,0,0.238,,52.44,0.053,,,5250.0,0.96,0.9,-0.197,4.42,,(21.489145456475335+21.489145456475335j),(16.44949850017586+16.44949850017586j),(21.870825095072004+21.870825095072004j),(21.76064111159765+21.76064111159765j),(277.6762877861355+277.6762877861355j),(595.2386048821687+595.2386048821687j),(255.05489447019684+255.05489447019684j),(328.28656972954633+328.28656972954633j),0.0008577555396712677
1401,BD-06 1339 c,BD-06 1339,0,0.435,,53.0,0.31,,,4324.0,,0.7,-1.022,4.74,,(23.988835316275697+23.988835316275697j),(18.362959632586808+18.362959632586808j),(24.414913217438215+24.414913217438215j),(24.29191226147135+24.29191226147135j),(309.97652989170774+309.97652989170774j),(664.4787665162982+664.4787665162982j),(284.7237398270738+284.7237398270738j),(366.4739704860671+366.4739704860671j),0.0008486963081710819
1402,Kepler-58 c,Kepler-58,0,,2.86,53.0,,,,5843.0,1.03,0.95,,4.39,,,,,,,,,,0.0008486963081710819
1403,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,0,4.43,,53.1,,,,,,0.4,,,,,,,,,,,,0.0008470986869970609
1404,HD 34445 c,HD 34445,0,0.7181,,53.5,0.036,,,5836.0,1.38,1.07,0.303,4.21,,(19.483826748345603+0j),(14.914468307906638+0j),(19.829888901763987+0j),(19.729987039737637+0j),(251.7641613207361+0j),(539.6922774309962+0j),(231.25374553586266+0j),(297.65160561523237+0j),0.0008407679013499036
1405,55 Cnc c,55 Cnc,0,0.24,,53.711,0.086,,,5250.0,0.96,0.9,-0.197,4.42,,(21.399420031373317+21.399420031373317j),(16.380815534227647+16.380815534227647j),(21.779506011073906+21.779506011073906j),(21.669782087995003+21.669782087995003j),(276.51688277336643+276.51688277336643j),(592.7532553847511+592.7532553847511j),(253.98994245165142+253.98994245165142j),(326.91584737653665+326.91584737653665j),0.0008374663850299058
1406,GJ 414 A c,GJ 414 A,0,1.4,8.4,53.83,0.105,,125.0,4120.0,0.68,0.65,-0.924,4.65,,(13.039022733213443+13.039022733213443j),(9.981103498423318+9.981103498423318j),(13.270615445662+13.270615445662j),(13.203758833412431+13.203758833412431j),(168.4863381957673+168.4863381957673j),(361.1744225225172+361.1744225225172j),(154.76029858656514+154.76029858656514j),(199.19526601847068+199.19526601847068j),0.0008356158024233062
1407,Kepler-462 b,Kepler-462,0,,3.0,53.9,0.042,,,7500.0,1.57,1.59,,4.22,,,,,,,,,,0.0008345310399184847
1408,HD 65216 c,HD 65216,0,0.54,,54.03,0.02,,,5623.44,0.89,1.0,-0.15,4.54,,(13.32652757897309+13.32652757897309j),(10.201182539662787+10.201182539662787j),(13.563226811168862+13.563226811168862j),(13.494896039361013+13.494896039361013j),(172.20138952029583+172.20138952029583j),(369.1381632693726+369.1381632693726j),(158.17269663856868+158.17269663856868j),(203.58743599964674+203.58743599964674j),0.0008325239350631675
1409,HD 102117 b,HD 102117,0,0.15,,54.0311,0.12,,,5655.0,1.23,1.06,,4.29,,,,,,,,,,0.0008325069930588125
1410,Kepler-79 b,Kepler-79,0,,1.92,54.1,,,,,1.04,1.08,,,,,,,,,,,,0.0008314471800083822
1411,Kepler-9 c,Kepler-9,0,0.225,9.225,54.347,0.13,,,5754.0,1.05,1.03,0.037,4.41,,(20.576203067459005+0j),(15.750659893992669+0j),(20.9416674720993+0j),(20.836164532331786+0j),(265.87952024793304+0j),(569.9505563147408+0j),(244.219171609111+0j),(314.33968078238456+0j),0.0008276699252338648
1412,55 Cnc c,55 Cnc,0,0.2432,,54.34866,0.048,,,5317.89,0.96,0.97,,4.46,,,,,,,,,,0.0008276446557329287
1413,KELT-11 b,KELT-11,0,,15.132,54.34893,0.0007,,,5375.0,2.69,1.44,,3.7,,,,,,,,,,0.000827640545779329
1414,K2-19 b,K2-19,0,,,54.4,0.023,,,5250.0,0.88,0.92,,4.5,,,,,,,,,,0.0008268638890165381
1415,55 Cnc c,55 Cnc,0,0.241376,,54.4738,0.02,,,,,0.95,,,,,,,,,,,,0.0008257441330880022
1416,55 Cnc f,55 Cnc,0,0.77,,54.664,0.32,,,5250.0,0.96,0.9,-0.197,4.42,,(11.947093470526571+11.947093470526571j),(9.14525412482929+9.14525412482929j),(12.15929187214971+12.15929187214971j),(12.098034045392975+12.098034045392975j),(154.37675599753345+154.37675599753345j),(330.92852687868196+330.92852687868196j),(141.80017863076677+141.80017863076677j),(182.5140204677422+182.5140204677422j),0.0008228721896629265
1417,HD 102117 b,HD 102117,0,0.1532,,54.664,0.106,,,5667.88,1.24,1.01,0.157,4.25,,(35.78916746253259+0j),(27.395870984719636+0j),(36.424837062817176+0j),(36.24133078778918+0j),(462.45688010631585+0j),(991.3420779546602+0j),(424.7820067494515+0j),(546.7459394115065+0j),0.0008228721896629265
1418,HD 102117 b,HD 102117,0,0.1532,,54.664,0.121,,,5695.0,,1.11,,4.37,,,,,,,,,,0.0008228721896629265
1419,HD 3765 b,HD 3765,0,2.108,,54.98431,0.298,,,5049.8,0.83,0.85,,4.53,,,,,,,,,,0.0008180805249387024
1420,HATS-46 b,HATS-46,0,0.05367,10.122,54.98459,0.559,,1054.0,5495.0,0.85,0.92,-0.23,4.54,,(47.038907760599685+47.038907760599685j),(36.00731561080926+36.00731561080926j),(47.874389718242526+47.874389718242526j),(47.63320124260755+47.63320124260755j),(607.8226477145422+607.8226477145422j),(1302.9542699736955+1302.9542699736955j),(558.305293208291+558.305293208291j),(718.6065962385018+718.6065962385018j),0.0008180763607018582
1421,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,0,1.5,,55.0,,,,,,0.39,,,,,,,,,,,,0.0008178472443092222
1422,WASP-18 c,WASP-18,0,0.035,,55.2,0.015,,,6400.0,1.23,1.22,,,,,,,,,,,,0.0008148852369957993
1423,Kepler-123 b,Kepler-123,0,,2.55,55.3,,,,,1.09,1.01,,,,,,,,,,,,0.0008134122644494202
1424,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,0,1.5,,55.3,,,,,,0.4,,,,,,,,,,,,0.0008134122644494202
1425,HD 117618 b,HD 117618,0,0.18,,55.30242,0.15,,,5990.0,,1.08,,4.41,,,,,,,,,,0.0008133766845030976
