,Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Habranah,similarityIndex_Dhrawn,similarityIndex_Hekla,similarityIndex_Sarr,similarityIndex_Tenebra
32809,WASP-42 b,WASP-42,0,Published Confirmed,0,747253080.0,0.0548,12.106,158.908,3620978400.0,0.86,73475.54819829817,14.844518107130716,255.39382295449698,547.4729732343707,234.58771032033295,253.90263702875922,3.355817472705871e-07,2.1851050665235594e-08,2.678414347763247e-07,2.53741438695152e-07,1.6443646217695934e-06,3.044751864348127e-07,1.4869772086562356e-06,2.8228383895613175e-08,1.7861590383790858e-07,1.8483729442880472e-07
32813,WASP-43 b,WASP-43,0,Published Confirmed,0,122021155.5,0.01528,11.613,651.5515,3063904800.0,0.67,3251308.685505022,27.533827305223916,2383.7150197380633,5109.83207856181,2189.5214303447324,2369.7970547407804,2.797959960458409e-10,1.2801087014756494e-11,2.6515142231748026e-10,4.492960766897395e-10,1.9407503129653907e-09,2.1378402557813442e-10,1.6575211454740582e-09,1.990298430245569e-11,6.775960066493515e-10,5.237562759517526e-10
32814,WASP-43 b,WASP-43,0,Published Confirmed,0,122021097.0,0.01504,11.276,635.02434,3133539000.0,0.65,3310513.7750504585,27.34699830531337,2349.502862893893,5036.493455835701,2158.096427788488,2335.784654829589,2.7585547105026807e-10,1.2617942366664824e-11,2.613765710228103e-10,4.4242778598403215e-10,1.909101029540923e-09,2.1108602633009633e-10,1.6300210497142704e-09,1.9623754784116344e-11,6.66747093801989e-10,5.152789870899812e-10
32816,WASP-43 b,WASP-43,0,Published Confirmed,0,120000000.0,0.014,10.42,572.1,3063904800.0,,3792865.591653992,27.247451605120972,2110.5929124359495,4524.356007093292,1938.6497019345954,2098.269644748512,2.475706543041643e-10,1.1384011088699841e-11,2.3426076789456214e-10,3.941465696966836e-10,1.722201154956583e-09,1.9084065282624264e-10,1.4617136207544484e-09,1.762183713925517e-11,5.890516764038333e-10,4.565354058749012e-10
32822,WASP-44 b,WASP-44,0,Published Confirmed,0,363571800.0,0.03443,10.985,275.55861,3767210220.0,,268826.96812778816,17.839700850580126,647.6111764421353,1388.2466387206,594.852378581158,643.8299233934544,3.236715538683043e-08,1.6070986231541582e-09,2.994276966958415e-08,4.581819053014069e-08,1.5055225321135532e-07,2.5254952129000856e-08,1.5902805589637815e-07,2.3767845801649992e-09,4.879726823836228e-08,4.840866640475731e-08
32823,WASP-44 b,WASP-44,0,Published Confirmed,0,363570584.99999994,0.03473,12.778,282.539,3767210220.0,0.93,304671.88163388264,19.15733521081762,664.0174296101138,1423.4157751452867,609.9220671158627,660.1403842140097,2.6453210943909405e-08,1.3251229664498182e-09,2.448145749042926e-08,3.7692227388930564e-08,1.3663796206505163e-07,2.052393593627594e-08,1.411114007181914e-07,1.9407403236141848e-09,4.1105379301272104e-08,4.0160615922378e-08
32827,WASP-44 b,WASP-44,0,Published Confirmed,0,363571995.0,0.03474,12.778,279.05474,3760246800.0,0.93,304408.85556354607,19.154577767807897,655.2211150793303,1404.559624225259,601.8423600142479,651.3954293452372,2.673407234228844e-08,1.3417950660893163e-09,2.4732762661616172e-08,3.803281339537978e-08,1.3837716403910905e-07,2.0762274487459403e-08,1.4265700249283496e-07,1.9619114792455677e-09,4.0858186476947604e-08,4.0482763405992923e-08
32830,WASP-45 b,WASP-45,0,Published Confirmed,0,468914400.0,0.0405,11.119,318.46566,3551344200.0,0.92,167180.06951349057,16.548605452885912,639.8788048985394,1371.6712008726788,587.7499384564356,636.1426993929157,6.588771488198745e-08,3.2501896078616104e-09,6.094337567374069e-08,9.304469216638676e-08,2.749134928202108e-07,5.0666370215042896e-08,2.9153675360823483e-07,4.856296063589891e-09,9.777629195810991e-08,9.683235974424936e-08
32831,WASP-45 b,WASP-45,0,Published Confirmed,0,468913140.0,0.04054,13.002,320.041,3579197880.0,0.94,194913.8812498464,17.886248362395207,645.5617485598624,1383.8533986525451,592.9699109912714,641.7924616502936,5.224006299469575e-08,2.610162095772972e-09,4.8316771555353815e-08,7.41468925352118e-08,2.4534546185903584e-07,4.000733789895714e-08,2.59005630476401e-07,3.847384932986903e-09,7.83065324473856e-08,7.815674746546232e-08
32833,WASP-45 b,WASP-45,0,Published Confirmed,0,468913140.0,0.04054,13.002,318.78349,3551344200.0,0.94,194913.8812498464,17.886248362395207,640.5182670555498,1373.041978929561,588.3373056899661,636.7784278771318,5.252381809230237e-08,2.6274037320524234e-09,4.8569159057488474e-08,7.448062960322611e-08,2.4701644737567026e-07,4.0248836232011244e-08,2.604725179678162e-07,3.868932763230188e-09,7.79667805792305e-08,7.784920271292102e-08
32837,WASP-46 b,WASP-46,0,Published Confirmed,0,214555500.0,0.02448,14.684,667.733,3913442040.0,0.92,999755.9012046054,24.460905477997404,2082.0827414488067,4463.2404018010975,1912.4621628025047,2069.9259381073916,1.8251082837495008e-09,8.357470554470414e-11,1.7267891223791263e-09,2.906580292160512e-09,1.1742062424698186e-08,1.3628070793210673e-09,1.0435009345939581e-08,1.306674050583226e-10,4.323568629545361e-09,3.359011261332228e-09
32838,WASP-46 b,WASP-46,0,Published Confirmed,0,214555500.0,0.02334,13.159,603.877,3899515200.0,0.86,1033722.9842710177,23.714668920236647,1879.6175389691373,4029.227452326622,1726.491148626056,1868.642883484302,1.8978038612166243e-09,8.704566308130729e-11,1.7931922178788567e-09,2.9961008635987313e-09,1.1748082199548257e-08,1.4292421272217974e-09,1.0723483026396888e-08,1.359733430689495e-10,4.425131649880982e-09,3.440013470721172e-09
32846,WASP-47 b,WASP-47,0,Published Confirmed,0,623870984.9999999,0.052,12.89,362.311,3725429700.0,1.15,91564.41547851004,15.724644475941856,646.4096469320679,1385.6709893736593,593.7487338125088,642.6354093384753,1.5917483042273494e-07,7.842413573002757e-09,1.4726683797846213e-07,2.2564227194917978e-07,6.182447624764789e-07,1.1850340193680245e-07,6.59177216820008e-07,1.179775371084678e-08,2.3859388790637617e-07,2.3730537492897978e-07
32851,WASP-47 b,WASP-47,0,Published Confirmed,0,624106500.0,0.052,12.9,383.0,3882802992.0,1.16,91635.45071161982,15.730742845174781,697.4733466475211,1495.1332903179823,640.6524382880375,693.4009598291317,1.5075499401490038e-07,7.346496057458119e-09,1.3975249272560673e-07,2.156154983276923e-07,5.783474094506805e-07,1.1159382564322644e-07,6.232991603190571e-07,1.1155796948410312e-08,2.483784823220997e-07,2.2932792130924456e-07
32866,WASP-47 d,WASP-47,0,Published Confirmed,0,1364250000.0,0.088,3.71,16.8,3882802992.0,1.16,5437.631015190977,6.484875862757364,20.692858855205646,44.358085215698566,19.007078255331955,20.572038000843563,2.1310491931832997e-06,3.577694035403718e-07,1.6297210629965576e-06,1.2762152080183036e-06,1.1914554185021508e-05,2.922738875462513e-06,2.8858684848814862e-06,1.9187011994430014e-07,8.35073710224443e-07,8.164585535861371e-07
32873,WASP-47 e,WASP-47,0,Published Confirmed,0,118445400.0,0.0173,1.82,9.1,3882802992.0,1.16,351088.7548300268,10.243979263687654,38.0399982094838,81.54414496268664,34.94100200748508,37.81789138916662,8.041710870605671e-09,1.3637813449387782e-09,6.1730944548173605e-09,4.961188533078293e-09,8.329904524688035e-08,1.2720940240937755e-08,2.1063968064594255e-08,6.921945108798061e-10,3.2897291544882387e-09,3.265292168711427e-09
32878,WASP-48 b,WASP-48,0,Published Confirmed,0,321545100.0,0.03449,18.719,327.68273,4178052000.0,1.75,455708.2616382204,23.267556287883938,862.3926429414134,1848.6612513361465,792.1362903940367,857.3573301968169,1.2075896206896322e-08,6.016647529988123e-10,1.1241467409143277e-08,1.7867149492447295e-08,8.009195440206791e-08,9.14186916255173e-09,6.945669951722859e-08,8.801271536702686e-10,2.4012686175358227e-08,1.954303344286752e-08
32882,WASP-48 b,WASP-48,0,Published Confirmed,0,321545100.0,0.03444,18.719,311.46,4122344640.0,1.75,457695.9366345942,23.284440083943476,814.2148091000641,1745.3852142261403,747.8833495895552,809.4607956716595,1.2522699681540637e-08,6.285647581846489e-10,1.1641528306047279e-08,1.8413204009668176e-08,8.38571277524836e-08,9.51796692546612e-09,7.215241785066848e-08,9.136621673439302e-10,2.457056819009887e-08,2.0056705227310725e-08
32883,WASP-48 b,WASP-48,0,Published Confirmed,0,321545388.0,0.0344,18.719,312.74472,4122344640.0,,459294.40761422063,23.29797361608523,817.5729418029051,1752.5838491581505,750.9679060310461,812.7993210082561,1.2420321590193601e-08,6.231232957309259e-10,1.1547483123070968e-08,1.8270974648137657e-08,8.318839996477264e-08,9.438516809918404e-09,7.156919291688386e-08,9.061005158065047e-10,2.4393349237704243e-08,1.9908018285552278e-08
32884,WASP-48 b,WASP-48,0,Published Confirmed,0,321545316.0,0.0332,15.65,288.0,4178052000.0,1.52,427153.4630509818,21.684238599834735,757.9557144967664,1624.7858456210947,696.207502323531,753.5301850116956,1.4609780953983341e-08,7.317370956637165e-10,1.356129553069011e-08,2.1237229590445237e-08,8.888837849278761e-08,1.1229393681744341e-08,8.181259570022106e-08,1.0672706222868684e-09,2.6731324594789792e-08,2.2951121638657387e-08
32886,WASP-49 b,WASP-49,0,Published Confirmed,0,417260805.0,0.0379,12.498,120.135,3899515200.0,0.98,229301.4131952646,18.13663460437812,268.1368992389726,574.7895691524217,246.29264920033503,266.571309415027,6.419546700496208e-08,4.033199785396837e-09,5.1287933638388434e-08,4.8969703401059826e-08,3.982231651560327e-07,5.7521081284225034e-08,3.584000739774904e-07,5.179952424056415e-09,3.463080297305659e-08,3.6002172180482136e-08
32887,WASP-49 b,WASP-49,0,Published Confirmed,0,417260805.0,0.0379,12.498,126.81417,3899515200.0,0.98,229301.4131952646,18.13663460437812,283.04456089702364,606.7462615950552,259.98583165140593,281.39192865759213,6.5995497222202e-08,3.8851234814877486e-09,5.28120428910161e-08,5.068236576708049e-08,3.827247693645825e-07,5.572730537266268e-08,3.483766961343966e-07,5.037752347482446e-09,3.6052998038732095e-08,3.7396589024871685e-08
32888,WASP-49 b,WASP-49,0,Published Confirmed,0,417260430.0,0.03873,13.428,126.81417,3899515200.0,1.04,230862.12162206243,18.596789105834436,283.0446880857994,606.7465342422805,259.9859484785215,281.39205510374177,6.535972782703777e-08,3.867201511036254e-09,5.229769779273512e-08,5.02753235070164e-08,3.941129994515046e-07,5.499522602377766e-08,3.580701487703384e-07,4.9902524054670564e-09,3.568684434087681e-08,3.713819948573416e-08
32894,WASP-5 b,WASP-5,0,Published Confirmed,0,244263690.0,0.0274,13.171,506.93885,4017893340.0,1.09,639515.2455442164,21.89727848730885,1501.1041911304433,3217.8302714830334,1378.814064787645,1492.3395882242937,4.690859132896526e-09,2.1719610897835127e-10,4.4172817111601575e-09,7.271018794829255e-09,2.641467620195011e-08,3.528590904956382e-09,2.5841077663896706e-08,3.378454967669628e-10,1.0507932958044704e-08,8.22575637686236e-09
32895,WASP-5 b,WASP-5,0,Published Confirmed,0,244263690.0,0.02729,13.126,520.28771,3969149400.0,1.08,645068.2012502594,21.903851193984117,1531.2579299372183,3282.469098090907,1406.511275559806,1522.3172662697045,4.554218345573656e-09,2.1050398628704218e-10,4.29005637443364e-09,7.070291648281307e-09,2.5604519924325636e-08,3.423880688945177e-09,2.508011206135888e-08,3.2789998631401545e-10,1.0239912669584815e-08,8.008102818957189e-09
32896,WASP-5 b,WASP-5,0,Published Confirmed,0,244263690.0,0.02714,13.047,497.40395,3969149400.0,1.08,651875.971943726,21.898101164398856,1463.908772359039,3138.0966026342517,1344.6488370501506,1455.3613449676773,4.656033269170685e-09,2.1600117243845353e-10,4.382624245886247e-09,7.201325365667532e-09,2.6279791479016005e-08,3.5094277113090016e-09,2.5655745229511167e-08,3.354085351188227e-10,1.0381677701345732e-08,8.134281879038359e-09
32898,WASP-5 b,WASP-5,0,Published Confirmed,0,244264440.0,0.02683,12.218,502.15,4094490960.0,1.03,631861.5720582537,21.313058270224055,1501.0280877281132,3217.66713301921,1378.744161284523,1492.2639291722658,4.773486568290481e-09,2.199976940110073e-10,4.4955159830971e-09,7.388544678474169e-09,2.580163069687729e-08,3.600733027667255e-09,2.5986205671867918e-08,3.437618204991758e-10,1.0697594429821356e-08,8.349989035916561e-09
32902,WASP-5 b,WASP-5,0,Published Confirmed,0,244263434.99999997,0.02709,12.778,494.22565,3969149400.0,1.06,641977.3557026518,21.691170478330445,1454.5554819399406,3118.0464947027817,1336.0575290929164,1446.0626662649897,4.787944142799331e-09,2.2191391783654266e-10,4.506425259866036e-09,7.3982860838483015e-09,2.665962221576967e-08,3.6116903933804686e-09,2.627991401261166e-08,3.4495353409201425e-10,1.0664010376923926e-08,8.350678550551164e-09
32903,WASP-5 b,WASP-5,0,Published Confirmed,0,244264429.5,0.02739,13.171,505.3497,4017893340.0,1.09,640215.9561235122,21.90127543513575,1496.3962702162244,3207.738173597334,1374.4896830353398,1487.6591557799425,4.695599193054561e-09,2.1747797397502195e-10,4.42150738069744e-09,7.276526055264927e-09,2.6456549491314253e-08,3.5327601889675437e-09,2.587042211751296e-08,3.3819906033481855e-10,1.0512392314302429e-08,8.230476358763463e-09
32904,WASP-50 b,WASP-50,0,Published Confirmed,0,293264385.0,0.02945,12.924,466.555,3760246800.0,0.84,505387.96171902044,20.922417948610168,1219.7389106479777,2614.683786228756,1120.3707079810874,1212.6171350482718,7.891365579328313e-09,3.7050856045987503e-10,7.403886881237334e-09,1.2003100816707342e-08,4.2509390961163026e-08,5.9673684976914164e-09,4.2892091612073714e-08,5.70771562917594e-10,1.6970020917463885e-08,1.3386664508989195e-08
32910,WASP-50 b,WASP-50,0,Published Confirmed,0,293264070.0,0.02945,12.924,464.0318,3760246800.0,0.84,505387.96171902044,20.922417948610168,1213.1430296789395,2600.5445775218063,1114.3121722022177,1206.059765914622,7.92603949581417e-09,3.7233757899196307e-10,7.435636306118231e-09,1.2049860613640374e-08,4.2722914451376205e-08,5.99532024085925e-09,4.308545010474849e-08,5.733271472795124e-10,1.7025621655396317e-08,1.3434055849464518e-08
32911,WASP-52 b,WASP-52,0,Published Confirmed,0,262467525.0,0.02713,14.235,145.88397,3481710000.0,0.79,712019.5710080416,22.87756969698517,387.92842218297164,831.5797314035627,356.32514238332476,385.66339714571393,1.0591402657927097e-08,5.92660548986086e-10,9.650416735324613e-09,1.1460966615024515e-08,7.890370833065443e-08,8.752956774494291e-09,6.159942909542501e-08,7.830125352816766e-10,8.416738335211842e-09,8.70624816009554e-09
32921,WASP-54 b,WASP-54,0,Published Confirmed,0,554046165.0,0.04988,18.528,192.60498,4247686200.0,1.83,149119.02262678734,19.24895232528764,389.36442190773926,834.6580009943757,357.64415583305055,387.09101239761463,1.0703809026681023e-07,5.942569397159756e-09,9.754882045981042e-08,1.1669143323918342e-07,6.264614540207093e-07,8.297816937679201e-08,5.894725855249688e-07,8.007077639084593e-09,8.504188584912203e-08,8.843842931740428e-08
32923,WASP-54 b,WASP-54,0,Published Confirmed,0,554046165.0,0.04987,18.528,202.131,4247686200.0,1.83,149208.7452613416,19.25088214155649,408.62193679848383,875.9392223347191,375.332822976282,406.23608707803004,1.0398675629443185e-07,5.722269384539634e-09,9.490386682037407e-08,1.1970262537267175e-07,6.022942233393403e-07,8.026162678168646e-08,5.717498359473351e-07,7.769517066708312e-09,8.774814747612823e-08,9.104347709683983e-08
32929,WASP-55 b,WASP-55,0,Published Confirmed,0,669844365.0,0.0558,14.964,199.27941,4226795940.0,1.1,86025.84428172042,16.355461329733178,365.48253838575835,783.4637879669709,335.7078524849599,363.34856971322375,2.49609361926133e-07,1.3693417079027232e-08,2.271624868684791e-07,2.5201168793489676e-07,1.1593791122721327e-06,1.9266282646109743e-07,1.1195339189595016e-06,1.87763866842364e-08,1.8331734365461978e-07,1.8903025652708737e-07
32930,WASP-55 b,WASP-55,0,Published Confirmed,0,669844950.0000001,0.05326,14.572,181.48093,4108417800.0,1.06,96338.41950463338,16.52019040385057,328.1456644482649,703.4268898565637,301.4126934784085,326.22969721477267,2.2405353362597368e-07,1.254440708881862e-08,2.0324670051249436e-07,2.0021535411231811e-07,1.0812401728913738e-06,1.7587704371749046e-07,1.0215593169488775e-06,1.6878643975198224e-08,1.4399173474333623e-07,1.4903117359882463e-07
32932,WASP-55 b,WASP-55,0,Published Confirmed,0,669844950.0000001,0.0533,14.572,181.155,4150198320.0,1.06,96121.68523388855,16.513990294642205,329.21766010813747,705.7248649775571,302.39735710266405,327.2954337379835,2.2440795713571565e-07,1.2555828447919847e-08,2.0358838680999893e-07,2.0126993576999544e-07,1.0815315751188186e-06,1.7608373223929584e-07,1.0225262674235644e-06,1.690431059748549e-08,1.448038559930313e-07,1.4984917322658716e-07
32936,WASP-56 b,WASP-56,0,Published Confirmed,0,692565150.0,0.05614,12.24,190.38017,3899515200.0,1.11,69095.22474671487,14.747233374734595,329.8239733060653,707.0245835272884,302.95427591610076,327.89820681228235,3.643678485346766e-07,1.9985841628362654e-08,3.307195926816853e-07,3.258405299622557e-07,1.4747602299002932e-06,2.850616794770865e-07,1.4065601386726298e-06,2.750866829238341e-08,2.358212265592313e-07,2.415023592544686e-07
32938,WASP-56 b,WASP-56,0,Published Confirmed,0,692565150.0,0.05458,12.24,181.473,3899515200.0,1.11,75190.79292342656,14.956500557131644,314.3927537609174,673.9455703104353,288.7801881536431,312.5570866169797,3.2997317813826587e-07,1.8296960879349354e-08,2.892983137543597e-07,2.7960612910604835e-07,1.3791080967094593e-06,2.6029569746568286e-07,1.3014125391151677e-06,2.4921216189755297e-08,2.0128123542595052e-07,2.0662384407207448e-07
32941,WASP-57 b,WASP-57,0,Published Confirmed,0,425845650.0,0.0386,10.267,213.573,3899515200.0,0.84,178305.80763278337,16.288615695721514,471.8577216409328,1011.4941184634039,433.4169919858916,469.10265268381477,7.311239835174015e-08,3.770254726836584e-09,6.706405534909507e-08,9.761762756806855e-08,3.148818044036811e-07,5.801699696777178e-08,3.1853228741909736e-07,5.421968225603356e-09,7.423137435915534e-08,7.44018540126812e-08
32943,WASP-57 b,WASP-57,0,Published Confirmed,0,425837784.00000006,0.03772,11.769,204.36469,3899515200.0,0.93,219032.39478881584,17.641681926984425,451.5175028296249,967.8919673226987,414.7338253252421,448.8811957425747,5.547024477561755e-08,2.9226455830753266e-09,5.0801681522332166e-08,7.07433244488229e-08,2.7249757464491757e-07,4.415444305518077e-08,2.7193289912203803e-07,4.113648923081963e-09,5.326243138816444e-08,5.391527916572332e-08
32949,WASP-58 b,WASP-58,0,Published Confirmed,0,752577000.0,0.0561,15.36,282.86,4038783600.0,1.17,86893.33637677888,16.52609425828311,478.41729976051874,1025.555506850752,439.4421823915937,475.6239309320195,2.0971445975760836e-07,1.0983446761078116e-08,1.9236521045087859e-07,2.869534124652332e-07,9.345016344457643e-07,1.5780057417882265e-07,9.467412487992898e-07,1.5672828331849743e-08,2.1551738280816307e-07,2.1967986305910747e-07
32950,WASP-58 b,WASP-58,0,Published Confirmed,0,752577000.0,0.0562,15.356,285.72917,4038783600.0,1.17,86407.80990356066,16.509234721292938,483.2700911200389,1035.9581551346766,443.89963246036444,480.44838795638566,2.1012171852269825e-07,1.0984665107242e-08,1.9279505236783528e-07,2.888235101572351e-07,9.33005210001408e-07,1.5793246516531813e-07,9.469205635135209e-07,1.5700372754080072e-08,2.18674014152529e-07,2.2278067270222066e-07
32951,WASP-59 b,WASP-59,0,Published Confirmed,0,1187937750.0,0.0697,8.687,272.38031,3237990300.0,0.61,25624.49576152443,11.14999236395283,328.32364225092664,703.8084105827339,301.57617200240446,326.4066358458862,1.5646822067878407e-06,8.169557428312871e-08,1.4215978275075933e-06,1.3752889724142942e-06,4.106241591530345e-06,1.1987859350810354e-06,3.991885925726687e-06,1.192162195007298e-07,1.007665691447874e-06,1.006524581111427e-06
32956,WASP-6 b,WASP-6,0,Published Confirmed,0,504150358.5,0.04217,13.72,153.51189,3795063900.0,0.87,182737.27703702662,18.014877090785582,307.5084413718523,659.1880678434036,282.456718534065,305.7129701481769,9.010866047975564e-08,5.140864717915383e-09,7.71810602246767e-08,7.478595815542676e-08,5.000268882962732e-07,7.325042889234679e-08,4.63228890150332e-07,6.75972101840528e-09,5.353952518925315e-08,5.551839625956881e-08
32960,WASP-6 b,WASP-6,0,Published Confirmed,0,504150312.0,0.0414,13.787,154.14755,3742838250.0,0.86,194067.40251837397,18.225974800898133,306.6497769075956,657.3473984731773,281.66800669963936,304.85931922868497,8.256401007964162e-08,4.71946441805249e-09,7.05134673517461e-08,6.832327898916002e-08,4.66421515628528e-07,6.725942808594274e-08,4.3146940629674354e-07,6.1913994150594225e-09,4.889133316340896e-08,5.072849415064105e-08
32961,WASP-6 b,WASP-6,0,Published Confirmed,0,504150900.0,0.0421,13.72,160.0,3795063900.0,0.87,183650.30957073305,18.029847609144646,320.50497323899674,687.0479818410436,294.3944647862985,318.63361824812796,8.753700798112023e-08,4.954016782465792e-09,7.824486704960927e-08,7.611914067394959e-08,4.816015655339878e-07,7.089225594766085e-08,4.498723018283702e-07,6.5596327353048304e-09,5.4750916756633936e-08,5.667273173062323e-08
32962,WASP-60 b,WASP-60,0,Published Confirmed,0,645750165.0,0.05311,9.64,160.50415,4108417800.0,1.14,64273.50304337189,13.455703677470437,295.58120912041664,633.6203496127484,271.5011594999624,293.8553782688559,4.285838195694774e-07,2.350738214292782e-08,3.5279164062707966e-07,3.3640751798592906e-07,1.5369021756712732e-06,3.433454702107206e-07,1.44321718099418e-06,3.242963823384593e-08,2.426737689239142e-07,2.462276966297959e-07
32964,WASP-60 b,WASP-60,0,Published Confirmed,0,645750165.0,0.0531,9.64,163.358,4108417800.0,1.14,64309.82259593743,13.456970633235915,300.8368017867016,644.8864597709115,276.3285959496677,299.08028473558943,4.24405565103716e-07,2.319686464603698e-08,3.5575317568945064e-07,3.3980232237766623e-07,1.5157043495079093e-06,3.394318760792941e-07,1.4284510540884767e-06,3.209886553915037e-08,2.456055375780086e-07,2.490145685437743e-07
32966,WASP-60 b,WASP-60,0,Published Confirmed,0,645750600.0,0.05548,13.731,177.9848,4251167910.0,1.4,80311.29906386115,15.712268993900528,333.4188523338774,714.7307178691703,306.25629172156243,331.4720961663858,2.9040026890298617e-07,1.608599840863294e-08,2.6360106677687374e-07,2.6375708994148877e-07,1.2939085600687138e-06,2.266987918721725e-07,1.2309642635439667e-06,2.1899492530509213e-08,1.9036790280423845e-07,1.9618618148559057e-07
32968,WASP-61 b,WASP-61,0,Published Confirmed,0,578385000.0,0.05146,13.899,651.5515,4352137500.0,1.36,101872.75476783203,16.41394352313346,1304.8994839814357,2797.237583912103,1198.5935235400293,1297.2804753362568,7.980712759945711e-08,3.6397123521525423e-09,7.500562029611355e-08,1.219632763410753e-07,2.999711207725804e-07,5.679696300854568e-08,3.459464312377328e-07,5.837024818091551e-09,1.7335824403773433e-07,1.3578134080756545e-07
32972,WASP-61 b,WASP-61,0,Published Confirmed,0,578385000.0,0.0514,13.899,654.702,4400881440.0,1.36,102229.92421058164,16.42352085168726,1318.5314965975685,2826.4597412524254,1211.1149799702666,1310.83289375893,7.872273351053654e-08,3.586946276145444e-09,7.40006359866086e-08,1.2041638740263342e-07,2.95812446231851e-07,5.6003972313773575e-08,3.414518776405499e-07,5.7566514172961725e-09,1.7135800961075697e-07,1.341497365546558e-07
32973,WASP-61 b,WASP-61,0,Published Confirmed,0,578384700.0,0.0521,13.563,654.7298,4352137500.0,1.39,95791.38063077735,16.114434424125847,1311.2651873851928,2810.8833742795705,1204.4406335789115,1303.609010858609,8.703204158536062e-08,3.9558271559400215e-09,8.180828289854689e-08,1.3296885433139288e-07,3.1790693727088476e-07,6.186078671079036e-08,3.6729576048867293e-07,6.367852331440082e-09,1.8924610268670216e-07,1.479755771348086e-07
32974,WASP-62 b,WASP-62,0,Published Confirmed,0,661792949.9999999,0.05672,15.581,180.52744,4338210660.0,1.28,85284.57742737554,16.55333868662795,337.4605353745368,723.3946401424,309.9687118552229,335.49018074723597,2.6415177082603347e-07,1.4758635170764758e-08,2.39805685634225e-07,2.4402695913141396e-07,1.2740021311567697e-06,2.047754430700554e-07,1.2102371307610746e-06,1.9916728347792296e-08,1.7559434785354877e-07,1.8211756501796382e-07
32975,WASP-62 b,WASP-62,0,Published Confirmed,0,661791000.0000001,0.0571,15.02,184.3414,4338210660.0,1.29,80583.37429968402,16.198431379754883,344.5904909803478,738.6787137718467,316.5178129294131,342.5785061784111,2.8390312330330026e-07,1.5739412503254867e-08,2.579193973125104e-07,2.682604319176126e-07,1.3180281718584437e-06,2.196323603943812e-07,1.259242041502686e-06,2.1402204051017457e-08,1.9372707668747082e-07,2.0032490835555854e-07
32978,WASP-62 b,WASP-62,0,Published Confirmed,0,661792949.9999999,0.0567,15.581,181.155,4373027760.0,1.28,85374.8574947912,16.55625788931119,339.98980270227446,728.8164842888334,312.2919279155727,338.00468026345055,2.6267830171511063e-07,1.465538868709612e-08,2.3852160209781815e-07,2.447160561058071e-07,1.2650314002273434e-06,2.034998659987808e-07,1.2034657579987977e-06,1.9801682166750915e-08,1.7624370221634164e-07,1.8272968699800476e-07
32982,WASP-63 b,WASP-63,0,Published Confirmed,0,656713500.0,0.0574,16.029,120.77,3878624940.0,1.88,84655.3856699736,16.68988393461078,214.28684183195512,459.35431431184526,196.82958262498786,213.03567013596802,2.4742955026504513e-07,2.0412750849769918e-08,1.9635366795466433e-07,1.845911541592436e-07,1.81674496380965e-06,2.687210539640728e-07,1.343900150930996e-06,2.091039551307131e-08,1.2638008515933094e-07,1.3373907707127874e-07
32986,WASP-63 b,WASP-63,0,Published Confirmed,0,656713500.0,0.05417,14.908,107.74437,3864698100.0,1.76,93675.65063278294,16.568619425863496,190.8314358495893,409.07431653025077,175.28501306420654,189.7172148867043,1.9909779002098347e-07,1.8819311721823062e-08,1.5748389071244919e-07,1.4627314501066388e-07,1.6677141578591446e-06,2.425640611160508e-07,1.0712662955766169e-06,1.6850536062898007e-08,9.933814106301228e-08,1.0516701428738472e-07
32989,WASP-64 b,WASP-64,0,Published Confirmed,0,235993770.0,0.02652,14.247,388.07043,3864698100.0,1.06,762933.5369617085,23.148934203846093,1146.5779531502694,2457.85287128106,1053.1699381829533,1139.8833475927831,4.5041119787126925e-09,2.1552583345769495e-10,4.219667592114497e-09,6.830881942516147e-09,2.8352090248552028e-08,3.4381803958533927e-09,2.5504842697573817e-08,3.254265569473337e-10,9.561163717208657e-09,7.610259984744416e-09
32991,WASP-65 b,WASP-65,0,Published Confirmed,0,346713645.0,0.0334,12.464,489.4582,3899515200.0,1.01,334119.54458816594,19.293522906326142,1198.4528921012363,2569.0541788745377,1100.8187928448865,1191.455400679216,1.477674242154927e-08,6.883392851862744e-10,1.3861801823233311e-08,2.2400112524422034e-08,7.080223253107262e-08,1.1078152323833089e-08,7.782081044201658e-08,1.0716802746685688e-09,3.165213667153152e-08,2.4893969759930658e-08
32998,WASP-66 b,WASP-66,0,Published Confirmed,0,612907799.9999999,0.0546,15.581,737.335,4581930360.0,1.75,95609.54256201492,16.871643521498104,1471.8956935923986,3155.217703935888,1351.9850895208165,1463.301632400754,7.933414428023349e-08,3.6069387334367405e-09,7.47094430364469e-08,1.2284863621214625e-07,3.080521363680645e-07,5.5562731909294e-08,3.582229255094017e-07,5.799731884934606e-09,1.7618640440132733e-07,1.3802293496605742e-07
